Chl,Chl_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0.5409506647854115,0.2926276217317787,2004,04-549,2004-05-02,7,8,0,0,3,0.296578
0.5409506647854115,0.2926276217317787,2004,04-549,2004-05-09,8,9,0,0,3,0.296578
0.5409506647854115,0.2926276217317787,2004,04-549,2004-05-13,9,10,0,0,3,0.296578
0.7098788251503159,0.5039279463967927,2004,04-768,2004-03-21,1,2,0,0,4,0.2675855
0.7098788251503159,0.5039279463967927,2004,04-768,2004-03-28,2,3,0,0,4,0.2675855
0.7098788251503159,0.5039279463967927,2004,04-768,2004-04-04,3,4,0,0,4,0.2675855
0.6449794508125543,0.41599849197046407,2004,04-768,2004-04-11,4,5,0,0,4,0.2675855
0.6449794508125543,0.41599849197046407,2004,04-768,2004-04-18,5,6,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-768,2004-04-25,6,7,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-768,2004-05-02,7,8,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-768,2004-05-09,8,9,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-768,2004-05-13,9,10,0,0,4,0.2675855
0.724907654698858,0.5254911078409987,2008,08-505,2008-02-29,1,2,0,0,3,0.7110482
1.6485052466546048,2.7175695482477598,2008,08-505,2008-03-07,2,3,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-03-14,3,4,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-03-21,4,5,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-03-28,5,6,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-04-04,6,7,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-04-11,7,8,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-04-18,8,9,0,0,3,0.7110482
1.95856323618153,3.8359699501218674,2008,08-505,2008-04-22,9,10,0,0,3,0.7110482
0.5986604021200144,0.3583942770664973,2007,07-740,2007-04-08,1,2,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-04-15,2,3,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-04-22,3,4,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-04-29,4,5,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-05-06,5,6,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-05-13,6,7,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-05-20,7,8,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-05-27,8,9,0,0,3,0.7599207
0.5023904043678165,0.2523961184008581,2007,07-740,2007-05-31,9,10,0,0,3,0.7599207
0.7322930529583231,0.5362531154110215,2011,11-0897,2011-02-22,1,2,0,0,4,0.7827702
1.6263716749756014,2.6450848251629435,2011,11-0897,2011-03-01,2,3,0,0,4,0.7827702
2.3661343571646,5.598591796154734,2011,11-0897,2011-03-08,3,4,0,0,4,0.7827702
2.3661343571646,5.598591796154734,2011,11-0897,2011-03-15,4,5,0,0,4,0.7827702
3.5770047934507927,12.794963292369948,2011,11-0897,2011-03-22,5,6,0,0,4,0.7827702
3.591690850722692,12.900243167165096,2011,11-0897,2011-03-29,6,7,0,0,4,0.7827702
4.04549701114556,16.36604606718766,2011,11-0897,2011-04-05,7,8,0,0,4,0.7827702
3.92613688818506,15.414550864767465,2011,11-0897,2011-04-12,8,9,0,0,4,0.7827702
3.3904677901167926,11.495271835819446,2011,11-0897,2011-04-16,9,10,0,0,4,0.7827702
0.44651000918367345,0.19937118830120415,2005,05-408,2005-05-31,1,2,0,0,8,0.2220166
0.44651000918367345,0.19937118830120415,2005,05-408,2005-06-07,2,3,0,1,8,0.2220166
0.44651000918367345,0.19937118830120415,2005,05-408,2005-06-14,3,4,1,0,8,0.2220166
0.304920430909091,0.09297646918578573,2005,05-408,2005-06-21,4,5,1,0,8,0.2220166
0.304920430909091,0.09297646918578573,2005,05-408,2005-06-28,5,6,1,0,8,0.2220166
0.304920430909091,0.09297646918578573,2005,05-408,2005-07-05,6,7,1,0,8,0.2220166
0.18987494414893602,0.036052494415561576,2005,05-408,2005-07-12,7,8,1,0,8,0.2220166
0.18987494414893602,0.036052494415561576,2005,05-408,2005-07-19,8,9,1,0,8,0.2220166
0.18987494414893602,0.036052494415561576,2005,05-408,2005-07-23,9,10,1,1,8,0.2220166
0.358219151327955,0.12832096037812032,2003,03-108,2003-05-05,1,2,0,0,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-05-12,2,3,0,0,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-05-19,3,4,0,0,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-05-26,4,5,0,1,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-06-02,5,6,1,0,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-06-09,6,7,1,0,3,0.1178121
0.358219151327955,0.12832096037812032,2003,03-108,2003-06-16,7,8,1,0,3,0.1178121
0.313788960526316,0.09846351174818589,2003,03-108,2003-06-23,8,9,1,0,3,0.1178121
0.2540030755131965,0.06451756237016261,2003,03-108,2003-06-27,9,10,1,1,3,0.1178121
0.7098788251503159,0.5039279463967927,2004,04-832,2004-03-31,1,2,0,0,0,0.6511407
0.7098788251503159,0.5039279463967927,2004,04-832,2004-04-07,2,3,0,0,0,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-832,2004-04-14,3,4,0,0,0,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-832,2004-04-21,4,5,0,1,0,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-832,2004-04-28,5,6,1,0,0,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-832,2004-05-05,6,7,1,0,0,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-832,2004-05-12,7,8,1,0,0,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-832,2004-05-19,8,9,1,0,0,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-832,2004-05-23,9,10,1,1,0,0.6511407
0.7098788251503159,0.5039279463967927,2004,04-372,2004-03-26,1,2,0,0,3,0.4510456
0.7098788251503159,0.5039279463967927,2004,04-372,2004-04-02,2,3,0,0,3,0.4510456
0.6449794508125543,0.41599849197046407,2004,04-372,2004-04-09,3,4,0,0,3,0.4510456
0.6449794508125543,0.41599849197046407,2004,04-372,2004-04-16,4,5,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-372,2004-04-23,5,6,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-372,2004-04-30,6,7,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-372,2004-05-07,7,8,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-372,2004-05-14,8,9,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-372,2004-05-18,9,10,0,0,3,0.4510456
0.7098788251503159,0.5039279463967927,2004,04-374,2004-03-26,1,2,0,0,3,0.4510456
0.7098788251503159,0.5039279463967927,2004,04-374,2004-04-02,2,3,0,0,3,0.4510456
0.6449794508125543,0.41599849197046407,2004,04-374,2004-04-09,3,4,0,0,3,0.4510456
0.6449794508125543,0.41599849197046407,2004,04-374,2004-04-16,4,5,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-374,2004-04-23,5,6,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-374,2004-04-30,6,7,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-374,2004-05-07,7,8,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-374,2004-05-14,8,9,0,0,3,0.4510456
0.5409506647854115,0.2926276217317787,2004,04-374,2004-05-18,9,10,0,0,3,0.4510456
0.358219151327955,0.12832096037812032,2003,03-098,2003-05-04,3,4,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-05-11,4,5,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-05-18,5,6,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-05-25,6,7,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-06-01,7,8,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-06-08,8,9,0,0,3,0.08485273
0.358219151327955,0.12832096037812032,2003,03-098,2003-06-12,9,10,0,0,3,0.08485273
0.5986604021200144,0.3583942770664973,2007,07-729,2007-04-02,1,2,0,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-04-09,2,3,0,1,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-04-16,3,4,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-04-23,4,5,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-04-30,5,6,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-05-07,6,7,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-05-14,7,8,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-05-21,8,9,1,0,9,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-729,2007-05-25,9,10,1,1,9,0.5957341
0.7098788251503159,0.5039279463967927,2004,04-943,2004-04-04,1,2,0,0,4,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-943,2004-04-11,2,3,0,0,4,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-943,2004-04-18,3,4,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-04-25,4,5,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-05-02,5,6,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-05-09,6,7,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-05-16,7,8,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-05-23,8,9,0,0,4,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-943,2004-05-27,9,10,0,0,4,0.6511407
0.7098788251503159,0.5039279463967927,2004,04-400,2004-03-30,1,2,0,0,10,0.3526616
0.7098788251503159,0.5039279463967927,2004,04-400,2004-04-06,2,3,0,1,10,0.3526616
0.6449794508125543,0.41599849197046407,2004,04-400,2004-04-13,3,4,1,0,10,0.3526616
0.6449794508125543,0.41599849197046407,2004,04-400,2004-04-20,4,5,1,0,10,0.3526616
0.5409506647854115,0.2926276217317787,2004,04-400,2004-04-27,5,6,1,0,10,0.3526616
0.5409506647854115,0.2926276217317787,2004,04-400,2004-05-04,6,7,1,0,10,0.3526616
0.5409506647854115,0.2926276217317787,2004,04-400,2004-05-11,7,8,1,0,10,0.3526616
0.5409506647854115,0.2926276217317787,2004,04-400,2004-05-18,8,9,1,0,10,0.3526616
0.5409506647854115,0.2926276217317787,2004,04-400,2004-05-22,9,10,1,1,10,0.3526616
0.7327718288748297,0.5369545531925627,2007,07-516,2007-03-15,1,2,0,0,4,0.2956349
0.5986604021200144,0.3583942770664973,2007,07-516,2007-03-22,2,3,0,0,4,0.2956349
0.5986604021200144,0.3583942770664973,2007,07-516,2007-03-29,3,4,0,0,4,0.2956349
0.5986604021200144,0.3583942770664973,2007,07-516,2007-04-05,4,5,0,1,4,0.2956349
0.5023904043678165,0.2523961184008581,2007,07-516,2007-04-12,5,6,1,0,4,0.2956349
0.5023904043678165,0.2523961184008581,2007,07-516,2007-04-19,6,7,1,0,4,0.2956349
0.5023904043678165,0.2523961184008581,2007,07-516,2007-04-26,7,8,1,0,4,0.2956349
0.5023904043678165,0.2523961184008581,2007,07-516,2007-05-03,8,9,1,0,4,0.2956349
0.5023904043678165,0.2523961184008581,2007,07-516,2007-05-07,9,10,1,1,4,0.2956349
0.44651000918367345,0.19937118830120415,2005,05-858,2005-05-22,1,2,0,0,3,0.1780759
0.44651000918367345,0.19937118830120415,2005,05-858,2005-05-29,2,3,0,0,3,0.1780759
0.44651000918367345,0.19937118830120415,2005,05-858,2005-06-05,3,4,0,0,3,0.1780759
0.44651000918367345,0.19937118830120415,2005,05-858,2005-06-12,4,5,0,0,3,0.1780759
0.304920430909091,0.09297646918578573,2005,05-858,2005-06-19,5,6,0,0,3,0.1780759
0.304920430909091,0.09297646918578573,2005,05-858,2005-06-26,6,7,0,0,3,0.1780759
0.304920430909091,0.09297646918578573,2005,05-858,2005-07-03,7,8,0,0,3,0.1780759
0.18987494414893602,0.036052494415561576,2005,05-858,2005-07-10,8,9,0,0,3,0.1780759
0.18987494414893602,0.036052494415561576,2005,05-858,2005-07-14,9,10,0,0,3,0.1780759
0.7098788251503159,0.5039279463967927,2004,04-770,2004-03-24,1,2,0,0,3,0.3864068
0.7098788251503159,0.5039279463967927,2004,04-770,2004-03-31,2,3,0,0,3,0.3864068
0.7098788251503159,0.5039279463967927,2004,04-770,2004-04-07,3,4,0,0,3,0.3864068
0.6449794508125543,0.41599849197046407,2004,04-770,2004-04-14,4,5,0,0,3,0.3864068
0.6449794508125543,0.41599849197046407,2004,04-770,2004-04-21,5,6,0,0,3,0.3864068
0.5409506647854115,0.2926276217317787,2004,04-770,2004-04-28,6,7,0,0,3,0.3864068
0.5409506647854115,0.2926276217317787,2004,04-770,2004-05-05,7,8,0,0,3,0.3864068
0.5409506647854115,0.2926276217317787,2004,04-770,2004-05-12,8,9,0,0,3,0.3864068
0.5409506647854115,0.2926276217317787,2004,04-770,2004-05-16,9,10,0,0,3,0.3864068
0.5986604021200144,0.3583942770664973,2007,07-593,2007-03-21,1,2,0,0,6,0.4136905
0.5986604021200144,0.3583942770664973,2007,07-593,2007-03-28,2,3,0,0,6,0.4136905
0.5986604021200144,0.3583942770664973,2007,07-593,2007-04-04,3,4,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-04-11,4,5,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-04-18,5,6,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-04-25,6,7,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-05-02,7,8,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-05-09,8,9,0,0,6,0.4136905
0.5023904043678165,0.2523961184008581,2007,07-593,2007-05-13,9,10,0,0,6,0.4136905
0.7098788251503159,0.5039279463967927,2004,04-810,2004-03-27,1,2,0,0,2,0.5090304
0.7098788251503159,0.5039279463967927,2004,04-810,2004-04-03,2,3,0,0,2,0.5090304
0.6449794508125543,0.41599849197046407,2004,04-810,2004-04-10,3,4,0,0,2,0.5090304
0.6449794508125543,0.41599849197046407,2004,04-810,2004-04-17,4,5,0,0,2,0.5090304
0.5409506647854115,0.2926276217317787,2004,04-810,2004-04-24,5,6,0,0,2,0.5090304
0.5409506647854115,0.2926276217317787,2004,04-810,2004-05-01,6,7,0,0,2,0.5090304
0.5409506647854115,0.2926276217317787,2004,04-810,2004-05-08,7,8,0,0,2,0.5090304
0.5409506647854115,0.2926276217317787,2004,04-810,2004-05-15,8,9,0,0,2,0.5090304
0.5409506647854115,0.2926276217317787,2004,04-810,2004-05-19,9,10,0,0,2,0.5090304
0.870756937815976,0.7582176447546555,2006,06-786,2006-03-17,1,2,0,0,4,0.7574305
0.870756937815976,0.7582176447546555,2006,06-786,2006-03-24,2,3,0,0,4,0.7574305
0.870756937815976,0.7582176447546555,2006,06-786,2006-03-31,3,4,0,0,4,0.7574305
0.870756937815976,0.7582176447546555,2006,06-786,2006-04-07,4,5,0,0,4,0.7574305
0.870756937815976,0.7582176447546555,2006,06-786,2006-04-14,5,6,0,0,4,0.7574305
0.9419394031992855,0.8872498392994261,2006,06-786,2006-04-21,6,7,0,0,4,0.7574305
0.9419394031992855,0.8872498392994261,2006,06-786,2006-04-28,7,8,0,0,4,0.7574305
0.9419394031992855,0.8872498392994261,2006,06-786,2006-05-05,8,9,0,0,4,0.7574305
0.9419394031992855,0.8872498392994261,2006,06-786,2006-05-09,9,10,0,0,4,0.7574305
0.7098788251503159,0.5039279463967927,2004,04-532,2004-04-03,1,2,0,0,4,0.6197718
0.6449794508125543,0.41599849197046407,2004,04-532,2004-04-10,2,3,0,0,4,0.6197718
0.6449794508125543,0.41599849197046407,2004,04-532,2004-04-17,3,4,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-04-24,4,5,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-05-01,5,6,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-05-08,6,7,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-05-15,7,8,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-05-22,8,9,0,0,4,0.6197718
0.5409506647854115,0.2926276217317787,2004,04-532,2004-05-26,9,10,0,0,4,0.6197718
0.5372647151468037,0.28865337414177616,2013,13-581,2013-04-01,1,2,0,0,3,0.4187558
0.6222951007715146,0.3872511924442295,2013,13-581,2013-04-08,2,3,0,1,3,0.4187558
0.5864199974171755,0.34388841337076015,2013,13-581,2013-04-15,3,4,1,0,3,0.4187558
0.5864199974171755,0.34388841337076015,2013,13-581,2013-04-22,4,5,1,0,3,0.4187558
0.540981411040539,0.2926608870914126,2013,13-581,2013-04-29,5,6,1,0,3,0.4187558
0.540981411040539,0.2926608870914126,2013,13-581,2013-05-06,6,7,1,0,3,0.4187558
0.5338036188348457,0.2849463034811773,2013,13-581,2013-05-13,7,8,1,0,3,0.4187558
0.45520862758933434,0.2072148946317653,2013,13-581,2013-05-20,8,9,1,0,3,0.4187558
0.45520862758933434,0.2072148946317653,2013,13-581,2013-05-24,9,10,1,1,3,0.4187558
0.7614988138784438,0.5798804435382767,2009,09-719,2009-03-18,1,2,0,0,3,0.5453075
0.7614988138784438,0.5798804435382767,2009,09-719,2009-03-25,2,3,0,0,3,0.5453075
0.9919944810755342,0.9840530504843185,2009,09-719,2009-04-01,3,4,0,0,3,0.5453075
0.9919944810755342,0.9840530504843185,2009,09-719,2009-04-08,4,5,0,0,3,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-719,2009-04-15,5,6,0,0,3,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-719,2009-04-22,6,7,0,0,3,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-719,2009-04-29,7,8,0,0,3,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-719,2009-05-06,8,9,0,0,3,0.5453075
0.9727311522387908,0.9462058945358056,2009,09-719,2009-05-10,9,10,0,0,3,0.5453075
0.5409506647854115,0.2926276217317787,2004,04-1051,2004-05-08,1,2,0,1,6,0.8835551
0.5409506647854115,0.2926276217317787,2004,04-1051,2004-05-10,2,3,1,1,6,0.8835551
0.5986604021200144,0.3583942770664973,2007,07-735,2007-03-24,1,2,0,0,0,0.5957341
0.5986604021200144,0.3583942770664973,2007,07-735,2007-03-31,2,3,0,0,0,0.5957341
0.5986604021200144,0.3583942770664973,2007,07-735,2007-04-07,3,4,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-04-14,4,5,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-04-21,5,6,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-04-28,6,7,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-05-05,7,8,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-05-12,8,9,0,0,0,0.5957341
0.5023904043678165,0.2523961184008581,2007,07-735,2007-05-16,9,10,0,0,0,0.5957341
0.7614988138784438,0.5798804435382767,2009,09-394,2009-03-20,1,2,0,0,3,0.5685005
0.9919944810755342,0.9840530504843185,2009,09-394,2009-03-27,2,3,0,0,3,0.5685005
0.9919944810755342,0.9840530504843185,2009,09-394,2009-04-03,3,4,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-04-10,4,5,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-04-17,5,6,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-04-24,6,7,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-05-01,7,8,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-05-08,8,9,0,0,3,0.5685005
0.9727311522387908,0.9462058945358056,2009,09-394,2009-05-12,9,10,0,0,3,0.5685005
0.5986604021200144,0.3583942770664973,2007,07-656,2007-03-21,1,2,0,0,3,0.4732143
0.5986604021200144,0.3583942770664973,2007,07-656,2007-03-28,2,3,0,0,3,0.4732143
0.5986604021200144,0.3583942770664973,2007,07-656,2007-04-04,3,4,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-04-11,4,5,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-04-18,5,6,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-04-25,6,7,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-05-02,7,8,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-05-09,8,9,0,0,3,0.4732143
0.5023904043678165,0.2523961184008581,2007,07-656,2007-05-13,9,10,0,0,3,0.4732143
0.7614988138784438,0.5798804435382767,2009,09-332,2009-03-11,1,2,0,0,3,0.4708738
0.7614988138784438,0.5798804435382767,2009,09-332,2009-03-18,2,3,0,0,3,0.4708738
0.7614988138784438,0.5798804435382767,2009,09-332,2009-03-25,3,4,0,0,3,0.4708738
0.9919944810755342,0.9840530504843185,2009,09-332,2009-04-01,4,5,0,0,3,0.4708738
0.9919944810755342,0.9840530504843185,2009,09-332,2009-04-08,5,6,0,0,3,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-332,2009-04-15,6,7,0,0,3,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-332,2009-04-22,7,8,0,0,3,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-332,2009-04-29,8,9,0,0,3,0.4708738
0.9727311522387908,0.9462058945358056,2009,09-332,2009-05-03,9,10,0,0,3,0.4708738
0.724907654698858,0.5254911078409987,2008,08-922,2008-02-28,1,2,0,0,3,0.7030217
1.6485052466546048,2.7175695482477598,2008,08-922,2008-03-06,2,3,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-03-13,3,4,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-03-20,4,5,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-03-27,5,6,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-04-03,6,7,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-04-10,7,8,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-04-17,8,9,0,0,3,0.7030217
1.95856323618153,3.8359699501218674,2008,08-922,2008-04-21,9,10,0,0,3,0.7030217
0.5023904043678165,0.2523961184008581,2007,07-108,2007-04-12,1,2,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-04-19,2,3,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-04-26,3,4,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-05-03,4,5,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-05-10,5,6,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-05-17,6,7,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-05-24,7,8,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-05-31,8,9,0,0,6,0.7738096
0.5023904043678165,0.2523961184008581,2007,07-108,2007-06-04,9,10,0,0,6,0.7738096
0.7098788251503159,0.5039279463967927,2004,04-806,2004-03-21,1,2,0,0,4,0.2675855
0.7098788251503159,0.5039279463967927,2004,04-806,2004-03-28,2,3,0,0,4,0.2675855
0.7098788251503159,0.5039279463967927,2004,04-806,2004-04-04,3,4,0,0,4,0.2675855
0.6449794508125543,0.41599849197046407,2004,04-806,2004-04-11,4,5,0,0,4,0.2675855
0.6449794508125543,0.41599849197046407,2004,04-806,2004-04-18,5,6,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-806,2004-04-25,6,7,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-806,2004-05-02,7,8,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-806,2004-05-09,8,9,0,0,4,0.2675855
0.5409506647854115,0.2926276217317787,2004,04-806,2004-05-13,9,10,0,0,4,0.2675855
0.5986604021200144,0.3583942770664973,2007,07-247,2007-03-31,1,2,0,0,3,0.6646826
0.5986604021200144,0.3583942770664973,2007,07-247,2007-04-07,2,3,0,1,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-04-14,3,4,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-04-21,4,5,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-04-28,5,6,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-05-05,6,7,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-05-12,7,8,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-05-19,8,9,1,0,3,0.6646826
0.5023904043678165,0.2523961184008581,2007,07-247,2007-05-23,9,10,1,1,3,0.6646826
0.5986604021200144,0.3583942770664973,2007,07-650,2007-04-05,1,2,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-04-12,2,3,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-04-19,3,4,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-04-26,4,5,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-05-03,5,6,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-05-10,6,7,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-05-17,7,8,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-05-24,8,9,0,0,6,0.6875
0.5023904043678165,0.2523961184008581,2007,07-650,2007-05-28,9,10,0,0,6,0.6875
0.7098788251503159,0.5039279463967927,2004,04-817,2004-04-02,1,2,0,0,2,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-817,2004-04-09,2,3,0,0,2,0.6511407
0.6449794508125543,0.41599849197046407,2004,04-817,2004-04-16,3,4,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-04-23,4,5,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-04-30,5,6,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-05-07,6,7,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-05-14,7,8,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-05-21,8,9,0,0,2,0.6511407
0.5409506647854115,0.2926276217317787,2004,04-817,2004-05-25,9,10,0,0,2,0.6511407
