Rain,Rain_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
0,0,1994,94-1041,1994-06-03,5,6,0,0,6,0.615055084
0,0,1994,94-1041,1994-06-10,6,7,0,0,6,0.615055084
0.011420133571428572,1.304194507892699e-4,1994,94-1041,1994-06-17,7,8,0,0,6,0.615055084
0.019033555952380952,3.622762521924164e-4,1994,94-1041,1994-06-24,8,9,0,0,6,0.615055084
0.056100891666666666,0.0031473100457950695,1994,94-1041,1994-06-28,9,10,0,0,6,0.615055084
0.2092357880952381,0.043779615019835384,1993,93-091,1993-03-22,1,2,0,0,4,0.076972835
0.027799266666666666,7.727992272044444e-4,1993,93-091,1993-03-29,2,3,0,0,4,0.076972835
0.11681263095238095,0.013645190750017149,1993,93-091,1993-04-05,3,4,0,1,4,0.076972835
0.11681263095238095,0.013645190750017149,1993,93-091,1993-04-12,4,5,1,0,4,0.076972835
0.08901336428571428,0.007923379021461275,1993,93-091,1993-04-19,5,6,1,0,4,0.076972835
0.08901336428571428,0.007923379021461275,1993,93-091,1993-04-26,6,7,1,0,4,0.076972835
0.08901336428571428,0.007923379021461275,1993,93-091,1993-05-03,7,8,1,0,4,0.076972835
0.08901336428571428,0.007923379021461275,1993,93-091,1993-05-10,8,9,1,0,4,0.076972835
0.08901336428571428,0.007923379021461275,1993,93-091,1993-05-14,9,10,1,1,4,0.076972835
0.11681263095238095,0.013645190750017149,1993,93-108,1993-04-12,1,2,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-108,1993-04-19,2,3,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-108,1993-04-26,3,4,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-108,1993-05-03,4,5,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-108,1993-05-10,5,6,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-108,1993-05-17,6,7,0,0,3,0.317593783
0,0,1993,93-108,1993-05-24,7,8,0,0,3,0.317593783
0,0,1993,93-108,1993-05-31,8,9,0,0,3,0.317593783
0,0,1993,93-108,1993-06-04,9,10,0,0,3,0.317593783
0,0,2000,00-1193,2000-05-27,1,2,0,0,5,0.8861314
0,0,2000,00-1193,2000-06-03,2,3,0,1,5,0.8861314
0,0,2000,00-1193,2000-06-08,3,4,1,1,5,0.8861314
0,0,2004,04-157,2004-03-25,1,2,0,0,6,0.3246198
0,0,2004,04-157,2004-04-01,2,3,0,0,6,0.3246198
0,0,2004,04-157,2004-04-08,3,4,0,1,6,0.3246198
0,0,2004,04-157,2004-04-15,4,5,1,0,6,0.3246198
0,0,2004,04-157,2004-04-22,5,6,1,0,6,0.3246198
0.12625205,0.0159395801292025,2004,04-157,2004-04-29,6,7,1,0,6,0.3246198
0.12625205,0.0159395801292025,2004,04-157,2004-05-06,7,8,1,0,6,0.3246198
0.16071930214285715,0.025830694081287006,2004,04-157,2004-05-13,8,9,1,0,6,0.3246198
0.16071930214285715,0.025830694081287006,2004,04-157,2004-05-17,9,10,1,1,6,0.3246198
0.11681263095238095,0.013645190750017149,1993,93-455,1993-04-12,1,2,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-455,1993-04-19,2,3,0,1,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-455,1993-04-26,3,4,1,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-455,1993-05-03,4,5,1,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-455,1993-05-10,5,6,1,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-455,1993-05-17,6,7,1,0,3,0.317593783
0,0,1993,93-455,1993-05-24,7,8,1,0,3,0.317593783
0,0,1993,93-455,1993-05-31,8,9,1,0,3,0.317593783
0,0,1993,93-455,1993-06-04,9,10,1,1,3,0.317593783
0.2092357880952381,0.043779615019835384,1993,93-312,1993-03-25,1,2,0,0,3,0.134540752
0.027799266666666666,7.727992272044444e-4,1993,93-312,1993-04-01,2,3,0,0,3,0.134540752
0.11681263095238095,0.013645190750017149,1993,93-312,1993-04-08,3,4,0,0,3,0.134540752
0.11681263095238095,0.013645190750017149,1993,93-312,1993-04-15,4,5,0,0,3,0.134540752
0.08901336428571428,0.007923379021461275,1993,93-312,1993-04-22,5,6,0,0,3,0.134540752
0.08901336428571428,0.007923379021461275,1993,93-312,1993-04-29,6,7,0,0,3,0.134540752
0.08901336428571428,0.007923379021461275,1993,93-312,1993-05-06,7,8,0,0,3,0.134540752
0.08901336428571428,0.007923379021461275,1993,93-312,1993-05-13,8,9,0,0,3,0.134540752
0.08901336428571428,0.007923379021461275,1993,93-312,1993-05-17,9,10,0,0,3,0.134540752
0,0,1996,96-518,1996-04-21,1,2,0,0,3,0.624557257
0,0,1996,96-518,1996-04-28,2,3,0,0,3,0.624557257
0,0,1996,96-518,1996-05-05,3,4,0,0,3,0.624557257
0,0,1996,96-518,1996-05-12,4,5,0,0,3,0.624557257
0,0,1996,96-518,1996-05-19,5,6,0,1,3,0.624557257
0,0,1996,96-518,1996-05-26,6,7,1,0,3,0.624557257
0,0,1996,96-518,1996-06-01,7,8,1,1,3,0.624557257
0.11681263095238095,0.013645190750017149,1993,93-383,1993-04-12,1,2,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-383,1993-04-19,2,3,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-383,1993-04-26,3,4,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-383,1993-05-03,4,5,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-383,1993-05-10,5,6,0,0,3,0.317593783
0.08901336428571428,0.007923379021461275,1993,93-383,1993-05-17,6,7,0,0,3,0.317593783
0,0,1993,93-383,1993-05-24,7,8,0,0,3,0.317593783
0,0,1993,93-383,1993-05-31,8,9,0,0,3,0.317593783
0,0,1993,93-383,1993-06-04,9,10,0,0,3,0.317593783
0.10832253571428571,0.011733771743572704,1995,95-338,1995-05-21,1,2,0,0,6,0.222710162
0.10832253571428571,0.011733771743572704,1995,95-338,1995-05-28,2,3,0,0,6,0.222710162
0.10832253571428571,0.011733771743572704,1995,95-338,1995-06-04,3,4,0,0,6,0.222710162
0.10832253571428571,0.011733771743572704,1995,95-338,1995-06-11,4,5,0,0,6,0.222710162
0.08789356285714285,0.007725278391722521,1995,95-338,1995-06-18,5,6,0,0,6,0.222710162
0.06399693257142858,0.004095607378551976,1995,95-338,1995-06-25,6,7,0,0,6,0.222710162
0.008924012571428571,7.963800037501519e-5,1995,95-338,1995-07-02,7,8,0,0,6,0.222710162
0.008924012571428571,7.963800037501519e-5,1995,95-338,1995-07-09,8,9,0,0,6,0.222710162
0.008924012571428571,7.963800037501519e-5,1995,95-338,1995-07-13,9,10,0,0,6,0.222710162
0,0,1994,94-645,1994-05-01,1,2,0,0,6,0.505507946
0,0,1994,94-645,1994-05-08,2,3,0,0,6,0.505507946
0,0,1994,94-645,1994-05-15,3,4,0,0,6,0.505507946
0,0,1994,94-645,1994-05-22,4,5,0,0,6,0.505507946
0,0,1994,94-645,1994-05-29,5,6,0,0,6,0.505507946
0,0,1994,94-645,1994-06-05,6,7,0,0,6,0.505507946
0.011420133571428572,1.304194507892699e-4,1994,94-645,1994-06-12,7,8,0,0,6,0.505507946
0.019033555952380952,3.622762521924164e-4,1994,94-645,1994-06-19,8,9,0,0,6,0.505507946
0.019033555952380952,3.622762521924164e-4,1994,94-645,1994-06-23,9,10,0,0,6,0.505507946
0.2042088142857143,0.041701239831977356,1997,97-637,1997-03-03,1,2,0,0,4,0.466569781
0,0,1997,97-637,1997-03-10,2,3,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-03-17,3,4,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-03-24,4,5,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-03-31,5,6,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-04-07,6,7,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-04-14,7,8,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-04-21,8,9,0,0,4,0.466569781
0.044032377619047616,0.0019388502787864054,1997,97-637,1997-04-25,9,10,0,0,4,0.466569781
0,0,1994,94-1113,1994-05-10,1,2,0,0,6,0.670134664
0,0,1994,94-1113,1994-05-17,2,3,0,0,6,0.670134664
0,0,1994,94-1113,1994-05-24,3,4,0,0,6,0.670134664
0,0,1994,94-1113,1994-05-31,4,5,0,0,6,0.670134664
0,0,1994,94-1113,1994-06-07,5,6,0,1,6,0.670134664
0.011420133571428572,1.304194507892699e-4,1994,94-1113,1994-06-14,6,7,1,0,6,0.670134664
0.019033555952380952,3.622762521924164e-4,1994,94-1113,1994-06-21,7,8,1,0,6,0.670134664
0.056100891666666666,0.0031473100457950695,1994,94-1113,1994-06-28,8,9,1,0,6,0.670134664
0.056100891666666666,0.0031473100457950695,1994,94-1113,1994-07-02,9,10,1,1,6,0.670134664
0.017114974523809525,2.929223529506491e-4,1998,98-393,1998-03-20,1,2,0,0,6,0.398625433
0.02844980938095238,0.00080939165381252605,1998,98-393,1998-03-27,2,3,0,1,6,0.398625433
0.03623539402380953,0.0013130037800607312,1998,98-393,1998-04-03,3,4,1,0,6,0.398625433
0.04735645223809524,0.0022426335685789955,1998,98-393,1998-04-10,4,5,1,0,6,0.398625433
0.03395721414285714,0.0011530923923438571,1998,98-393,1998-04-17,5,6,1,0,6,0.398625433
0.03395721414285714,0.0011530923923438571,1998,98-393,1998-04-24,6,7,1,0,6,0.398625433
0.030241477714285713,9.145469743436394e-4,1998,98-393,1998-05-01,7,8,1,0,6,0.398625433
0.041310039714285714,0.001706519381195863,1998,98-393,1998-05-08,8,9,1,0,6,0.398625433
0.041310039714285714,0.001706519381195863,1998,98-393,1998-05-12,9,10,1,1,6,0.398625433
0.11681263095238095,0.013645190750017149,1993,93-304,1993-04-12,1,2,0,0,6,0.277490288
0.08901336428571428,0.007923379021461275,1993,93-304,1993-04-19,2,3,0,0,6,0.277490288
0.08901336428571428,0.007923379021461275,1993,93-304,1993-04-26,3,4,0,0,6,0.277490288
0.08901336428571428,0.007923379021461275,1993,93-304,1993-05-03,4,5,0,0,6,0.277490288
0.08901336428571428,0.007923379021461275,1993,93-304,1993-05-10,5,6,0,0,6,0.277490288
0.08901336428571428,0.007923379021461275,1993,93-304,1993-05-17,6,7,0,0,6,0.277490288
0,0,1993,93-304,1993-05-24,7,8,0,0,6,0.277490288
0,0,1993,93-304,1993-05-31,8,9,0,0,6,0.277490288
0,0,1993,93-304,1993-06-04,9,10,0,0,6,0.277490288
0.2092357880952381,0.043779615019835384,1993,93-316,1993-03-22,1,2,0,0,3,0.097671412
0.027799266666666666,7.727992272044444e-4,1993,93-316,1993-03-29,2,3,0,1,3,0.097671412
0.11681263095238095,0.013645190750017149,1993,93-316,1993-04-05,3,4,1,0,3,0.097671412
0.11681263095238095,0.013645190750017149,1993,93-316,1993-04-12,4,5,1,0,3,0.097671412
0.08901336428571428,0.007923379021461275,1993,93-316,1993-04-19,5,6,1,0,3,0.097671412
0.08901336428571428,0.007923379021461275,1993,93-316,1993-04-26,6,7,1,0,3,0.097671412
0.08901336428571428,0.007923379021461275,1993,93-316,1993-05-03,7,8,1,0,3,0.097671412
0.08901336428571428,0.007923379021461275,1993,93-316,1993-05-10,8,9,1,0,3,0.097671412
0.08901336428571428,0.007923379021461275,1993,93-316,1993-05-14,9,10,1,1,3,0.097671412
0,0,1994,94-552,1994-03-23,1,2,0,0,2,0.246022031
0,0,1994,94-552,1994-03-30,2,3,0,0,2,0.246022031
0,0,1994,94-552,1994-04-06,3,4,0,0,2,0.246022031
0,0,1994,94-552,1994-04-13,4,5,0,0,2,0.246022031
0,0,1994,94-552,1994-04-20,5,6,0,0,2,0.246022031
0,0,1994,94-552,1994-04-27,6,7,0,0,2,0.246022031
0,0,1994,94-552,1994-05-04,7,8,0,0,2,0.246022031
0,0,1994,94-552,1994-05-11,8,9,0,0,2,0.246022031
0,0,1994,94-552,1994-05-15,9,10,0,0,2,0.246022031
0.21819245199999998,0.047607946109772294,1998,98-791,1998-06-10,1,2,0,1,3,0.835738838
0,0,1994,94-327,1994-04-12,1,2,0,0,4,0.399020821
0,0,1994,94-327,1994-04-19,2,3,0,0,4,0.399020821
0,0,1994,94-327,1994-04-26,3,4,0,0,4,0.399020821
0,0,1994,94-327,1994-05-03,4,5,0,0,4,0.399020821
0,0,1994,94-327,1994-05-10,5,6,0,0,4,0.399020821
0,0,1994,94-327,1994-05-17,6,7,0,0,4,0.399020821
0,0,1994,94-327,1994-05-24,7,8,0,0,4,0.399020821
0,0,1994,94-327,1994-05-31,8,9,0,0,4,0.399020821
0,0,1994,94-327,1994-06-04,9,10,0,0,4,0.399020821
0,0,1997,97-721,1997-03-07,1,2,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-03-14,2,3,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-03-21,3,4,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-03-28,4,5,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-04-04,5,6,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-04-11,6,7,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-04-18,7,8,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-04-25,8,9,0,0,4,0.545542657
0.044032377619047616,0.0019388502787864054,1997,97-721,1997-04-29,9,10,0,0,4,0.545542657
0,0,1996,96-342,1996-03-19,1,2,0,0,9,0.386068463
0,0,1996,96-342,1996-03-26,2,3,0,0,9,0.386068463
0,0,1996,96-342,1996-04-02,3,4,0,0,9,0.386068463
0,0,1996,96-342,1996-04-09,4,5,0,0,9,0.386068463
0,0,1996,96-342,1996-04-16,5,6,0,0,9,0.386068463
0,0,1996,96-342,1996-04-23,6,7,0,0,9,0.386068463
0,0,1996,96-342,1996-04-30,7,8,0,0,9,0.386068463
0,0,1996,96-342,1996-05-07,8,9,0,0,9,0.386068463
0,0,1996,96-342,1996-05-11,9,10,0,0,9,0.386068463
2.7609026047619047,7.622583192981071,2001,01-307,2001-02-20,1,2,0,0,1,0.258115
2.7609026047619047,7.622583192981071,2001,01-307,2001-02-25,2,3,0,1,1,0.258115
0.017114974523809525,2.929223529506491e-4,1998,98-406,1998-03-23,1,2,0,1,6,0.443986267
0.02844980938095238,0.00080939165381252605,1998,98-406,1998-03-30,2,3,1,0,6,0.443986267
0.03623539402380953,0.0013130037800607312,1998,98-406,1998-04-06,3,4,1,0,6,0.443986267
0.04735645223809524,0.0022426335685789955,1998,98-406,1998-04-13,4,5,1,0,6,0.443986267
0.03395721414285714,0.0011530923923438571,1998,98-406,1998-04-20,5,6,1,0,6,0.443986267
0.03395721414285714,0.0011530923923438571,1998,98-406,1998-04-27,6,7,1,0,6,0.443986267
0.030241477714285713,9.145469743436394e-4,1998,98-406,1998-05-04,7,8,1,0,6,0.443986267
0.041310039714285714,0.001706519381195863,1998,98-406,1998-05-11,8,9,1,0,6,0.443986267
0.15837611199999999,0.02508299285223654,1998,98-406,1998-05-15,9,10,1,1,6,0.443986267
0,0,1994,94-1061,1994-05-09,1,2,0,0,3,0.645042837
0,0,1994,94-1061,1994-05-16,2,3,0,0,3,0.645042837
0,0,1994,94-1061,1994-05-23,3,4,0,0,3,0.645042837
0,0,1994,94-1061,1994-05-30,4,5,0,0,3,0.645042837
0,0,1994,94-1061,1994-06-06,5,6,0,0,3,0.645042837
0.011420133571428572,1.304194507892699e-4,1994,94-1061,1994-06-13,6,7,0,0,3,0.645042837
0.019033555952380952,3.622762521924164e-4,1994,94-1061,1994-06-20,7,8,0,0,3,0.645042837
0.056100891666666666,0.0031473100457950695,1994,94-1061,1994-06-27,8,9,0,0,3,0.645042837
0.056100891666666666,0.0031473100457950695,1994,94-1061,1994-07-01,9,10,0,0,3,0.645042837
0.08901336428571428,0.007923379021461275,1993,93-472,1993-04-21,1,2,0,0,1,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-472,1993-04-28,2,3,0,0,1,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-472,1993-05-05,3,4,0,0,1,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-472,1993-05-12,4,5,0,0,1,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-472,1993-05-19,5,6,0,0,1,0.447606713
0,0,1993,93-472,1993-05-26,6,7,0,0,1,0.447606713
0,0,1993,93-472,1993-06-02,7,8,0,0,1,0.447606713
0,0,1993,93-472,1993-06-09,8,9,0,0,1,0.447606713
0.0171759375,2.950128290039062e-4,1993,93-472,1993-06-13,9,10,0,0,1,0.447606713
0.08901336428571428,0.007923379021461275,1993,93-180,1993-04-25,1,2,0,0,5,0.424320817
0.08901336428571428,0.007923379021461275,1993,93-180,1993-05-02,2,3,0,0,5,0.424320817
0.08901336428571428,0.007923379021461275,1993,93-180,1993-05-09,3,4,0,0,5,0.424320817
0.08901336428571428,0.007923379021461275,1993,93-180,1993-05-16,4,5,0,0,5,0.424320817
0,0,1993,93-180,1993-05-23,5,6,0,0,5,0.424320817
0,0,1993,93-180,1993-05-30,6,7,0,0,5,0.424320817
0,0,1993,93-180,1993-06-06,7,8,0,0,5,0.424320817
0.0171759375,2.950128290039062e-4,1993,93-180,1993-06-13,8,9,0,0,5,0.424320817
0.0171759375,2.950128290039062e-4,1993,93-180,1993-06-17,9,10,0,0,5,0.424320817
0.08901336428571428,0.007923379021461275,1993,93-210,1993-04-20,1,2,0,0,5,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-210,1993-04-27,2,3,0,0,5,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-210,1993-05-04,3,4,0,0,5,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-210,1993-05-11,4,5,0,0,5,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-210,1993-05-18,5,6,0,0,5,0.392626137
0,0,1993,93-210,1993-05-25,6,7,0,0,5,0.392626137
0,0,1993,93-210,1993-06-01,7,8,0,0,5,0.392626137
0,0,1993,93-210,1993-06-08,8,9,0,0,5,0.392626137
0.0171759375,2.950128290039062e-4,1993,93-210,1993-06-12,9,10,0,0,5,0.392626137
0.017114974523809525,2.929223529506491e-4,1998,98-153,1998-03-19,1,2,0,0,3,0.424742281
0.02844980938095238,0.00080939165381252605,1998,98-153,1998-03-26,2,3,0,1,3,0.424742281
0.03623539402380953,0.0013130037800607312,1998,98-153,1998-04-02,3,4,1,0,3,0.424742281
0.04735645223809524,0.0022426335685789955,1998,98-153,1998-04-09,4,5,1,0,3,0.424742281
0.03395721414285714,0.0011530923923438571,1998,98-153,1998-04-16,5,6,1,0,3,0.424742281
0.03395721414285714,0.0011530923923438571,1998,98-153,1998-04-23,6,7,1,0,3,0.424742281
0.030241477714285713,9.145469743436394e-4,1998,98-153,1998-04-30,7,8,1,0,3,0.424742281
0.041310039714285714,0.001706519381195863,1998,98-153,1998-05-07,8,9,1,0,3,0.424742281
0.041310039714285714,0.001706519381195863,1998,98-153,1998-05-11,9,10,1,1,3,0.424742281
0,0,1997,97-406,1997-03-09,1,2,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-03-16,2,3,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-03-23,3,4,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-03-30,4,5,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-04-06,5,6,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-04-13,6,7,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-04-20,7,8,0,0,4,0.601259708
0.044032377619047616,0.0019388502787864054,1997,97-406,1997-04-27,8,9,0,0,4,0.601259708
0,0,1997,97-406,1997-05-01,9,10,0,0,4,0.601259708
0,0,1994,94-1163,1994-05-21,1,2,0,0,3,0.767441869
0,0,1994,94-1163,1994-05-28,2,3,0,0,3,0.767441869
0,0,1994,94-1163,1994-06-04,3,4,0,0,3,0.767441869
0.011420133571428572,1.304194507892699e-4,1994,94-1163,1994-06-11,4,5,0,0,3,0.767441869
0.019033555952380952,3.622762521924164e-4,1994,94-1163,1994-06-18,5,6,0,0,3,0.767441869
0.056100891666666666,0.0031473100457950695,1994,94-1163,1994-06-25,6,7,0,0,3,0.767441869
0.056100891666666666,0.0031473100457950695,1994,94-1163,1994-07-02,7,8,0,0,3,0.767441869
0.056100891666666666,0.0031473100457950695,1994,94-1163,1994-07-09,8,9,0,0,3,0.767441869
0.056100891666666666,0.0031473100457950695,1994,94-1163,1994-07-13,9,10,0,0,3,0.767441869
0.08901336428571428,0.007923379021461275,1993,93-227,1993-04-17,1,2,0,0,2,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-227,1993-04-24,2,3,0,0,2,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-227,1993-05-01,3,4,0,0,2,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-227,1993-05-08,4,5,0,0,2,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-227,1993-05-15,5,6,0,0,2,0.392626137
0,0,1993,93-227,1993-05-22,6,7,0,0,2,0.392626137
0,0,1993,93-227,1993-05-29,7,8,0,0,2,0.392626137
0,0,1993,93-227,1993-06-05,8,9,0,0,2,0.392626137
0,0,1993,93-227,1993-06-09,9,10,0,0,2,0.392626137
0,0,2001,01-498,2001-03-27,1,2,0,0,4,0.319124
0,0,2001,01-498,2001-04-03,2,3,0,0,4,0.319124
0,0,2001,01-498,2001-04-10,3,4,0,0,4,0.319124
0,0,2001,01-498,2001-04-17,4,5,0,0,4,0.319124
0,0,2001,01-498,2001-04-24,5,6,0,0,4,0.319124
0,0,2001,01-498,2001-05-01,6,7,0,0,4,0.319124
0,0,2001,01-498,2001-05-08,7,8,0,0,4,0.319124
0,0,2001,01-498,2001-05-15,8,9,0,0,4,0.319124
0,0,2001,01-498,2001-05-19,9,10,0,0,4,0.319124
0.21819245199999998,0.047607946109772294,1998,98-851,1998-06-04,1,2,0,0,0,0.736769736
0.21819245199999998,0.047607946109772294,1998,98-851,1998-06-11,2,3,0,0,0,0.736769736
0.21819245199999998,0.047607946109772294,1998,98-851,1998-06-12,3,4,0,1,0,0.736769736
0.08901336428571428,0.007923379021461275,1993,93-140,1993-04-18,1,2,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-140,1993-04-25,2,3,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-140,1993-05-02,3,4,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-140,1993-05-09,4,5,0,0,3,0.392626137
0.08901336428571428,0.007923379021461275,1993,93-140,1993-05-16,5,6,0,1,3,0.392626137
0,0,1993,93-140,1993-05-23,6,7,1,0,3,0.392626137
0,0,1993,93-140,1993-05-30,7,8,1,0,3,0.392626137
0,0,1993,93-140,1993-06-06,8,9,1,0,3,0.392626137
0,0,1993,93-140,1993-06-10,9,10,1,1,3,0.392626137
0,0,1994,94-353,1994-03-28,1,2,0,0,3,0.295593649
0,0,1994,94-353,1994-04-04,2,3,0,0,3,0.295593649
0,0,1994,94-353,1994-04-11,3,4,0,0,3,0.295593649
0,0,1994,94-353,1994-04-18,4,5,0,0,3,0.295593649
0,0,1994,94-353,1994-04-25,5,6,0,0,3,0.295593649
0,0,1994,94-353,1994-05-02,6,7,0,0,3,0.295593649
0,0,1994,94-353,1994-05-09,7,8,0,0,3,0.295593649
0,0,1994,94-353,1994-05-16,8,9,0,0,3,0.295593649
0,0,1994,94-353,1994-05-20,9,10,0,0,3,0.295593649
0,0,1997,97-1028,1997-05-04,1,2,0,0,0,0.819282949
0,0,1997,97-1028,1997-05-11,2,3,0,0,0,0.819282949
0,0,1997,97-1028,1997-05-12,3,4,0,1,0,0.819282949
0,0,1995,95-087,1995-04-17,1,2,0,0,3,0.05834379
0,0,1995,95-087,1995-04-24,2,3,0,0,3,0.05834379
0.020428972857142857,4.1734293199787955e-4,1995,95-087,1995-05-01,3,4,0,0,3,0.05834379
0.053249615714285714,0.002835521573719104,1995,95-087,1995-05-08,4,5,0,0,3,0.05834379
0.10832253571428571,0.011733771743572704,1995,95-087,1995-05-15,5,6,0,1,3,0.05834379
0.10832253571428571,0.011733771743572704,1995,95-087,1995-05-22,6,7,1,0,3,0.05834379
0.10832253571428571,0.011733771743572704,1995,95-087,1995-05-29,7,8,1,0,3,0.05834379
0.10832253571428571,0.011733771743572704,1995,95-087,1995-06-05,8,9,1,0,3,0.05834379
0.10832253571428571,0.011733771743572704,1995,95-087,1995-06-09,9,10,1,1,3,0.05834379
0,0,1996,96-437,1996-03-13,1,2,0,0,2,0.402007073
0,0,1996,96-437,1996-03-20,2,3,0,0,2,0.402007073
0,0,1996,96-437,1996-03-27,3,4,0,0,2,0.402007073
0,0,1996,96-437,1996-04-03,4,5,0,0,2,0.402007073
0,0,1996,96-437,1996-04-10,5,6,0,0,2,0.402007073
0,0,1996,96-437,1996-04-17,6,7,0,0,2,0.402007073
0,0,1996,96-437,1996-04-24,7,8,0,0,2,0.402007073
0,0,1996,96-437,1996-05-01,8,9,0,0,2,0.402007073
0,0,1996,96-437,1996-05-05,9,10,0,0,2,0.402007073
0.017114974523809525,2.929223529506491e-4,1998,98-303,1998-03-13,1,2,0,0,3,0.333333343
0.017114974523809525,2.929223529506491e-4,1998,98-303,1998-03-20,2,3,0,1,3,0.333333343
0.02844980938095238,0.00080939165381252605,1998,98-303,1998-03-27,3,4,1,0,3,0.333333343
0.03623539402380953,0.0013130037800607312,1998,98-303,1998-04-03,4,5,1,0,3,0.333333343
0.04735645223809524,0.0022426335685789955,1998,98-303,1998-04-10,5,6,1,0,3,0.333333343
0.03395721414285714,0.0011530923923438571,1998,98-303,1998-04-17,6,7,1,0,3,0.333333343
0.03395721414285714,0.0011530923923438571,1998,98-303,1998-04-24,7,8,1,0,3,0.333333343
0.030241477714285713,9.145469743436394e-4,1998,98-303,1998-05-01,8,9,1,0,3,0.333333343
0.030241477714285713,9.145469743436394e-4,1998,98-303,1998-05-05,9,10,1,1,3,0.333333343
0.023264977619047618,5.412591836147866e-4,2000,00-264,2000-04-10,1,2,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-04-17,2,3,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-04-24,3,4,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-05-01,4,5,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-05-08,5,6,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-05-15,6,7,0,0,6,0.7270073
0.011571839285714286,1.339074644544005e-4,2000,00-264,2000-05-22,7,8,0,0,6,0.7270073
0,0,2000,00-264,2000-05-29,8,9,0,0,6,0.7270073
0,0,2000,00-264,2000-06-02,9,10,0,0,6,0.7270073
0,0,1994,94-687,1994-04-24,1,2,0,0,3,0.466952264
0,0,1994,94-687,1994-05-01,2,3,0,0,3,0.466952264
0,0,1994,94-687,1994-05-08,3,4,0,0,3,0.466952264
0,0,1994,94-687,1994-05-15,4,5,0,0,3,0.466952264
0,0,1994,94-687,1994-05-22,5,6,0,0,3,0.466952264
0,0,1994,94-687,1994-05-29,6,7,0,0,3,0.466952264
