RefittedChl,RefittedChl_2,PROPORTIONALRANK,HatchAsync,Chl,Chl_2,SST,SST_2,Event,BroodReduction,NIDO,WORKYEAR,DATE,Time0,Time
-0.07248097551604116,0.0052534918117569575,0.6359223,3,0.9727311522387908,0.9462058945358056,26.742738414,715.1740578796313,1,0,09-188,2009,2009-05-02,6,7
-0.09807103392783335,0.00961792769567424,0.6359223,3,0.9727311522387908,0.9462058945358056,27.641909262,764.0751476486413,1,0,09-188,2009,2009-05-09,7,8
-0.09807103392783335,0.00961792769567424,0.6359223,3,0.6626547596248233,0.4391113304534324,28.656318573333333,821.1845941763689,1,0,09-188,2009,2009-05-16,8,9
-0.09807103392783335,0.00961792769567424,0.6359223,3,0.6626547596248233,0.4391113304534324,28.656318573333333,821.1845941763689,1,1,09-188,2009,2009-05-20,9,10
-0.21709085283060273,0.047128438382718414,0.02196653,3,0.4944630851790338,0.24449374260476844,26.356179670625,694.6482068302665,0,0,18-232,2018,2018-02-17,1,2
-0.20209317158597292,0.04084165000167749,0.02196653,3,0.4944630851790338,0.24449374260476844,25.93774857,672.7668008805371,0,0,18-232,2018,2018-02-24,2,3
-0.19376817527920712,0.03754610575103353,0.02196653,3,0.4944630851790338,0.24449374260476844,25.632310725,657.01535310295,0,0,18-232,2018,2018-03-03,3,4
-0.16193249356112172,0.026222132470922727,0.02196653,3,0.4944630851790338,0.24449374260476844,25.632310725,657.01535310295,0,0,18-232,2018,2018-03-10,4,5
-0.17351448312513526,0.03010727585418285,0.02196653,3,0.554729619655172,0.30772495092277174,25.632310725,657.01535310295,0,0,18-232,2018,2018-03-17,5,6
-0.17351448312513526,0.03010727585418285,0.02196653,3,0.588182702751939,0.3459588918165758,25.632310725,657.01535310295,0,0,18-232,2018,2018-03-24,6,7
-0.17351448312513526,0.03010727585418285,0.02196653,3,0.6695699396562788,0.4483239040913128,25.632310725,657.01535310295,0,0,18-232,2018,2018-03-31,7,8
-0.17351448312513526,0.03010727585418285,0.02196653,3,0.6695699396562788,0.4483239040913128,25.632310725,657.01535310295,0,0,18-232,2018,2018-04-07,8,9
-0.17351448312513526,0.03010727585418285,0.02196653,3,0.6695699396562788,0.4483239040913128,25.632310725,657.01535310295,0,0,18-232,2018,2018-04-11,9,10
-0.13991421064606116,0.019575986340710373,0.2956349,3,0.7327718288748297,0.5369545531925627,25.269411202,638.5431424957632,0,0,07-439,2007,2007-03-14,1,2
-0.13205252475057463,0.017437869293001125,0.2956349,3,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,0,0,07-439,2007,2007-03-21,2,3
-0.07516542579120165,0.005649841234372643,0.2956349,3,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,0,0,07-439,2007,2007-03-28,3,4
-0.15778632160402548,0.024896523285328955,0.2956349,3,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,0,0,07-439,2007,2007-04-04,4,5
-0.15778632160402548,0.024896523285328955,0.2956349,3,0.5023904043678165,0.2523961184008581,25.798662336666666,665.5709783613431,0,0,07-439,2007,2007-04-11,5,6
-0.1911607382220511,0.03654242783759955,0.2956349,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-439,2007,2007-04-18,6,7
-0.1911607382220511,0.03654242783759955,0.2956349,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-439,2007,2007-04-25,7,8
-0.1911607382220511,0.03654242783759955,0.2956349,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-439,2007,2007-05-02,8,9
-0.1911607382220511,0.03654242783759955,0.2956349,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-439,2007,2007-05-06,9,10
-0.09327724135098704,0.008700643754050287,0.4708738,3,0.7614988138784438,0.5798804435382767,25.784956425,664.8639778391488,0,0,09-337,2009,2009-03-11,1,2
-0.09327724135098704,0.008700643754050287,0.4708738,3,0.7614988138784438,0.5798804435382767,26.35646062,694.6630164136108,0,0,09-337,2009,2009-03-18,2,3
-0.05822139573905202,0.003389730921803305,0.4708738,3,0.7614988138784438,0.5798804435382767,26.35646062,694.6630164136108,0,0,09-337,2009,2009-03-25,3,4
-0.05822139573905202,0.003389730921803305,0.4708738,3,0.9919944810755342,0.9840530504843185,26.35646062,694.6630164136108,0,0,09-337,2009,2009-04-01,4,5
-0.05822139573905202,0.003389730921803305,0.4708738,3,0.9919944810755342,0.9840530504843185,26.35646062,694.6630164136108,0,0,09-337,2009,2009-04-08,5,6
-0.06200156174611388,0.0038441936589571723,0.4708738,3,0.9727311522387908,0.9462058945358056,26.35646062,694.6630164136108,0,0,09-337,2009,2009-04-15,6,7
-0.07248097551604116,0.0052534918117569575,0.4708738,3,0.9727311522387908,0.9462058945358056,26.35646062,694.6630164136108,0,0,09-337,2009,2009-04-22,7,8
-0.07248097551604116,0.0052534918117569575,0.4708738,3,0.9727311522387908,0.9462058945358056,26.35646062,694.6630164136108,0,0,09-337,2009,2009-04-29,8,9
-0.07248097551604116,0.0052534918117569575,0.4708738,3,0.9727311522387908,0.9462058945358056,26.742738414,715.1740578796313,0,0,09-337,2009,2009-05-03,9,10
-0.22401002464308598,0.05018049114059599,0.02682701,6,0.4666591533723983,0.21777076542624357,26.072961624999998,679.7993278987225,0,0,05-034,2005,2005-04-25,1,2
-0.22401002464308598,0.05018049114059599,0.02682701,6,0.4666591533723983,0.21777076542624357,26.102918845,681.3623722286562,0,0,05-034,2005,2005-05-02,2,3
-0.22401002464308598,0.05018049114059599,0.02682701,6,0.4666591533723983,0.21777076542624357,26.102918845,681.3623722286562,0,0,05-034,2005,2005-05-09,3,4
-0.22401002464308598,0.05018049114059599,0.02682701,6,0.4666591533723983,0.21777076542624357,26.102918845,681.3623722286562,0,0,05-034,2005,2005-05-16,4,5
-0.22401002464308598,0.05018049114059599,0.02682701,6,0.44651000918367345,0.19937118830120415,26.19600163333333,686.2305015736026,0,0,05-034,2005,2005-05-23,5,6
-0.2058350803323043,0.04236808029540617,0.02682701,6,0.44651000918367345,0.19937118830120415,27.60962832,762.291575968546,0,0,05-034,2005,2005-05-30,6,7
-0.2228898797797763,0.049679898508243135,0.02682701,6,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,0,0,05-034,2005,2005-06-06,7,8
-0.2228898797797763,0.049679898508243135,0.02682701,6,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,0,0,05-034,2005,2005-06-13,8,9
-0.2228898797797763,0.049679898508243135,0.02682701,6,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,0,0,05-034,2005,2005-06-17,9,10
-0.16348338010551147,0.026726815570723143,0.8203422,4,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,0,04-927,2004,2004-04-28,1,2
-0.16348338010551147,0.026726815570723143,0.8203422,4,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,0,1,04-927,2004,2004-05-05,2,3
-0.17963397077335616,0.03226836345580297,0.8203422,4,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,1,0,04-927,2004,2004-05-12,3,4
-0.17963397077335616,0.03226836345580297,0.8203422,4,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,1,0,04-927,2004,2004-05-19,4,5
-0.20552214547367223,0.04223935228010129,0.8203422,4,0.5409506647854115,0.2926276217317787,27.584427534,760.9006423784973,1,0,04-927,2004,2004-05-26,5,6
-0.20552214547367223,0.04223935228010129,0.8203422,4,0.5409506647854115,0.2926276217317787,28.06171538,787.4598700681285,1,0,04-927,2004,2004-06-02,6,7
-0.20552214547367223,0.04223935228010129,0.8203422,4,0.45177661111942546,0.2041021063545526,29.02032458,842.17923872855215,1,0,04-927,2004,2004-06-09,7,8
-0.20552214547367223,0.04223935228010129,0.8203422,4,0.3374608404751878,0.11387981885422016,29.219347706,853.7702803641275,1,0,04-927,2004,2004-06-16,8,9
-0.20552214547367223,0.04223935228010129,0.8203422,4,0.2800135148589063,0.07840756850363893,30.974700834,959.4320917558003,1,1,04-927,2004,2004-06-20,9,10
-0.048928559533372266,0.002394003938010754,0.3864068,7,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-921,2004,2004-03-28,1,2
-0.048928559533372266,0.002394003938010754,0.3864068,7,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-921,2004,2004-04-04,2,3
-0.048928559533372266,0.002394003938010754,0.3864068,7,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-921,2004,2004-04-11,3,4
-0.16348338010551147,0.026726815570723143,0.3864068,7,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-921,2004,2004-04-18,4,5
-0.16348338010551147,0.026726815570723143,0.3864068,7,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,0,04-921,2004,2004-04-25,5,6
-0.16348338010551147,0.026726815570723143,0.3864068,7,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,0,0,04-921,2004,2004-05-02,6,7
-0.17963397077335616,0.03226836345580297,0.3864068,7,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-921,2004,2004-05-09,7,8
-0.17963397077335616,0.03226836345580297,0.3864068,7,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-921,2004,2004-05-16,8,9
-0.20552214547367223,0.04223935228010129,0.3864068,7,0.5409506647854115,0.2926276217317787,27.584427534,760.9006423784973,0,0,04-921,2004,2004-05-20,9,10
-0.2290242575755309,0.052452110558023124,0.8205366,3,0.304920430909091,0.09297646918578573,27.89664095,778.2225762932168,0,0,05-944,2005,2005-06-23,1,2
-0.2290242575755309,0.052452110558023124,0.8205366,3,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,0,0,05-944,2005,2005-06-30,2,3
-0.2290242575755309,0.052452110558023124,0.8205366,3,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,0,0,05-944,2005,2005-07-07,3,4
-0.2290242575755309,0.052452110558023124,0.8205366,3,0.18987494414893602,0.036052494415561576,27.926948418000002,779.9144479416328,0,1,05-944,2005,2005-07-14,4,5
-0.2642596561426168,0.06983316586461408,0.8205366,3,0.18987494414893602,0.036052494415561576,27.926948418000002,779.9144479416328,1,0,05-944,2005,2005-07-21,5,6
-0.2642596561426168,0.06983316586461408,0.8205366,3,0.18987494414893602,0.036052494415561576,29.384711199999998,863.4612523074053,1,1,05-944,2005,2005-07-25,6,7
-0.12344791641126948,0.015239388066283777,0.761745,4,0.870756937815976,0.7582176447546555,25.00995375,625.4977865771391,0,0,06-589,2006,2006-03-18,1,2
-0.12344791641126948,0.015239388066283777,0.761745,4,0.870756937815976,0.7582176447546555,25.00995375,625.4977865771391,0,0,06-589,2006,2006-03-25,2,3
-0.07020386877890407,0.004928583191525581,0.761745,4,0.870756937815976,0.7582176447546555,24.49681586,600.0939872787476,0,0,06-589,2006,2006-04-01,3,4
-0.08505364648249467,0.007234122779969177,0.761745,4,0.870756937815976,0.7582176447546555,24.98802805,624.4015458275868,0,0,06-589,2006,2006-04-08,4,5
-0.08505364648249467,0.007234122779969177,0.761745,4,0.870756937815976,0.7582176447546555,25.89471589,670.5363110238185,0,0,06-589,2006,2006-04-15,5,6
-0.08505364648249467,0.007234122779969177,0.761745,4,0.9419394031992855,0.8872498392994261,26.554128028333334,705.121715345118,0,0,06-589,2006,2006-04-22,6,7
-0.08505364648249467,0.007234122779969177,0.761745,4,0.9419394031992855,0.8872498392994261,27.256566966666668,742.9204428083846,0,0,06-589,2006,2006-04-29,7,8
-0.08505364648249467,0.007234122779969177,0.761745,4,0.9419394031992855,0.8872498392994261,27.266828726,743.4799487730188,0,0,06-589,2006,2006-05-06,8,9
-0.08505364648249467,0.007234122779969177,0.761745,4,0.9419394031992855,0.8872498392994261,27.487834925,755.5810688640498,0,0,06-589,2006,2006-05-10,9,10
-0.048928559533372266,0.002394003938010754,0.6806084,0,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-957,2004,2004-04-02,1,2
-0.048928559533372266,0.002394003938010754,0.6806084,0,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-957,2004,2004-04-09,2,3
-0.16348338010551147,0.026726815570723143,0.6806084,0,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-957,2004,2004-04-16,3,4
-0.16348338010551147,0.026726815570723143,0.6806084,0,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,1,04-957,2004,2004-04-23,4,5
-0.16348338010551147,0.026726815570723143,0.6806084,0,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,1,0,04-957,2004,2004-04-30,5,6
-0.17963397077335616,0.03226836345580297,0.6806084,0,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,1,0,04-957,2004,2004-05-07,6,7
-0.17963397077335616,0.03226836345580297,0.6806084,0,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,1,0,04-957,2004,2004-05-14,7,8
-0.20552214547367223,0.04223935228010129,0.6806084,0,0.5409506647854115,0.2926276217317787,27.584427534,760.9006423784973,1,0,04-957,2004,2004-05-21,8,9
-0.20552214547367223,0.04223935228010129,0.6806084,0,0.5409506647854115,0.2926276217317787,27.584427534,760.9006423784973,1,1,04-957,2004,2004-05-25,9,10
-0.14227145835396637,0.02024116786216439,0.1908078,6,0.5372647151468037,0.28865337414177616,25.652759485714284,658.0640692319042,0,0,13-528,2013,2013-03-17,1,2
-0.14227145835396637,0.02024116786216439,0.1908078,6,0.5372647151468037,0.28865337414177616,25.652759485714284,658.0640692319042,0,1,13-528,2013,2013-03-24,2,3
-0.14227145835396637,0.02024116786216439,0.1908078,6,0.5372647151468037,0.28865337414177616,26.272377252,690.237806471407,1,1,13-528,2013,2013-03-30,3,4
-0.048928559533372266,0.002394003938010754,0.2338403,5,0.7098788251503159,0.5039279463967927,25.40272533,645.2984541914236,0,0,04-857,2004,2004-03-21,1,2
-0.048928559533372266,0.002394003938010754,0.2338403,5,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-857,2004,2004-03-28,2,3
-0.048928559533372266,0.002394003938010754,0.2338403,5,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-857,2004,2004-04-04,3,4
-0.048928559533372266,0.002394003938010754,0.2338403,5,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-857,2004,2004-04-11,4,5
-0.16348338010551147,0.026726815570723143,0.2338403,5,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-857,2004,2004-04-18,5,6
-0.16348338010551147,0.026726815570723143,0.2338403,5,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,0,04-857,2004,2004-04-25,6,7
-0.16348338010551147,0.026726815570723143,0.2338403,5,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,0,0,04-857,2004,2004-05-02,7,8
-0.17963397077335616,0.03226836345580297,0.2338403,5,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-857,2004,2004-05-09,8,9
-0.17963397077335616,0.03226836345580297,0.2338403,5,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-857,2004,2004-05-13,9,10
-0.13205252475057463,0.017437869293001125,0.3859127,6,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,0,1,07-422,2007,2007-03-20,1,2
-0.07516542579120165,0.005649841234372643,0.3859127,6,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,1,0,07-422,2007,2007-03-27,2,3
-0.15778632160402548,0.024896523285328955,0.3859127,6,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,1,0,07-422,2007,2007-04-03,3,4
-0.15778632160402548,0.024896523285328955,0.3859127,6,0.5023904043678165,0.2523961184008581,25.798662336666666,665.5709783613431,1,0,07-422,2007,2007-04-10,4,5
-0.1911607382220511,0.03654242783759955,0.3859127,6,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,1,0,07-422,2007,2007-04-17,5,6
-0.1911607382220511,0.03654242783759955,0.3859127,6,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,1,0,07-422,2007,2007-04-24,6,7
-0.1911607382220511,0.03654242783759955,0.3859127,6,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,1,0,07-422,2007,2007-05-01,7,8
-0.21511809286769373,0.0462757938790337,0.3859127,6,0.5023904043678165,0.2523961184008581,26.711822559999998,713.5214644769248,1,0,07-422,2007,2007-05-08,8,9
-0.21511809286769373,0.0462757938790337,0.3859127,6,0.5023904043678165,0.2523961184008581,26.711822559999998,713.5214644769248,1,1,07-422,2007,2007-05-12,9,10
-0.22401002464308598,0.05018049114059599,0.07678076,0,0.4666591533723983,0.21777076542624357,26.102918845,681.3623722286562,0,0,05-092,2005,2005-05-10,1,2
-0.22401002464308598,0.05018049114059599,0.07678076,0,0.4666591533723983,0.21777076542624357,26.102918845,681.3623722286562,0,0,05-092,2005,2005-05-17,2,3
-0.22401002464308598,0.05018049114059599,0.07678076,0,0.44651000918367345,0.19937118830120415,26.19600163333333,686.2305015736026,0,1,05-092,2005,2005-05-24,3,4
-0.2058350803323043,0.04236808029540617,0.07678076,0,0.44651000918367345,0.19937118830120415,27.60962832,762.291575968546,1,0,05-092,2005,2005-05-31,4,5
-0.2228898797797763,0.049679898508243135,0.07678076,0,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,1,0,05-092,2005,2005-06-07,5,6
-0.2228898797797763,0.049679898508243135,0.07678076,0,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,1,0,05-092,2005,2005-06-14,6,7
-0.2290242575755309,0.052452110558023124,0.07678076,0,0.304920430909091,0.09297646918578573,27.89664095,778.2225762932168,1,0,05-092,2005,2005-06-21,7,8
-0.2290242575755309,0.052452110558023124,0.07678076,0,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,1,0,05-092,2005,2005-06-28,8,9
-0.2290242575755309,0.052452110558023124,0.07678076,0,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,1,1,05-092,2005,2005-07-02,9,10
-0.21767095707540668,0.04738064555412354,0.07854138,3,0.358219151327955,0.12832096037812032,27.526420351666665,757.7038173766488,0,0,03-094,2003,2003-05-01,3,4
-0.21767095707540668,0.04738064555412354,0.07854138,3,0.358219151327955,0.12832096037812032,27.526420351666665,757.7038173766488,0,0,03-094,2003,2003-05-08,4,5
-0.21767095707540668,0.04738064555412354,0.07854138,3,0.358219151327955,0.12832096037812032,27.641604106,764.058277552836,0,0,03-094,2003,2003-05-15,5,6
-0.24350453645638018,0.059294459274836585,0.07854138,3,0.358219151327955,0.12832096037812032,28.17356420666667,793.7497201071693,0,0,03-094,2003,2003-05-22,6,7
-0.25099595637064365,0.06299897011441405,0.07854138,3,0.358219151327955,0.12832096037812032,28.85918534,832.852578488471,0,0,03-094,2003,2003-05-29,7,8
-0.25099595637064365,0.06299897011441405,0.07854138,3,0.358219151327955,0.12832096037812032,28.85918534,832.852578488471,0,0,03-094,2003,2003-06-05,8,9
-0.25099595637064365,0.06299897011441405,0.07854138,3,0.358219151327955,0.12832096037812032,28.85918534,832.852578488471,0,0,03-094,2003,2003-06-09,9,10
-0.048928559533372266,0.002394003938010754,0.296578,3,0.7098788251503159,0.5039279463967927,25.40272533,645.2984541914236,0,0,04-549,2004,2004-03-21,1,2
-0.048928559533372266,0.002394003938010754,0.296578,3,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-549,2004,2004-03-28,2,3
-0.048928559533372266,0.002394003938010754,0.296578,3,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-549,2004,2004-04-04,3,4
-0.048928559533372266,0.002394003938010754,0.296578,3,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-549,2004,2004-04-11,4,5
-0.16348338010551147,0.026726815570723143,0.296578,3,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-549,2004,2004-04-18,5,6
-0.16348338010551147,0.026726815570723143,0.296578,3,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,0,04-549,2004,2004-04-25,6,7
-0.16348338010551147,0.026726815570723143,0.296578,3,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,0,0,04-549,2004,2004-05-02,7,8
-0.17963397077335616,0.03226836345580297,0.296578,3,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-549,2004,2004-05-09,8,9
-0.17963397077335616,0.03226836345580297,0.296578,3,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-549,2004,2004-05-13,9,10
-0.048928559533372266,0.002394003938010754,0.2675855,4,0.7098788251503159,0.5039279463967927,25.40272533,645.2984541914236,0,0,04-768,2004,2004-03-21,1,2
-0.048928559533372266,0.002394003938010754,0.2675855,4,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-768,2004,2004-03-28,2,3
-0.048928559533372266,0.002394003938010754,0.2675855,4,0.7098788251503159,0.5039279463967927,26.241843874,688.6343699073914,0,0,04-768,2004,2004-04-04,3,4
-0.048928559533372266,0.002394003938010754,0.2675855,4,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-768,2004,2004-04-11,4,5
-0.16348338010551147,0.026726815570723143,0.2675855,4,0.6449794508125543,0.41599849197046407,26.241843874,688.6343699073914,0,0,04-768,2004,2004-04-18,5,6
-0.16348338010551147,0.026726815570723143,0.2675855,4,0.5409506647854115,0.2926276217317787,26.241843874,688.6343699073914,0,0,04-768,2004,2004-04-25,6,7
-0.16348338010551147,0.026726815570723143,0.2675855,4,0.5409506647854115,0.2926276217317787,26.785165642,717.4450984693772,0,0,04-768,2004,2004-05-02,7,8
-0.17963397077335616,0.03226836345580297,0.2675855,4,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-768,2004,2004-05-09,8,9
-0.17963397077335616,0.03226836345580297,0.2675855,4,0.5409506647854115,0.2926276217317787,26.978206433333334,727.823622359548,0,0,04-768,2004,2004-05-13,9,10
0.1472590731410636,0.02168523462236512,0.7110482,3,0.724907654698858,0.5254911078409987,23.7305493525,563.1389725714381,0,0,08-505,2008,2008-02-29,1,2
0.1472590731410636,0.02168523462236512,0.7110482,3,1.6485052466546048,2.7175695482477598,23.7305493525,563.1389725714381,0,0,08-505,2008,2008-03-07,2,3
0.1472590731410636,0.02168523462236512,0.7110482,3,1.95856323618153,3.8359699501218674,23.7305493525,563.1389725714381,0,0,08-505,2008,2008-03-14,3,4
0.1472590731410636,0.02168523462236512,0.7110482,3,1.95856323618153,3.8359699501218674,23.7305493525,563.1389725714381,0,0,08-505,2008,2008-03-21,4,5
0.1472590731410636,0.02168523462236512,0.7110482,3,1.95856323618153,3.8359699501218674,24.452541232,597.9267727026602,0,0,08-505,2008,2008-03-28,5,6
0.1472590731410636,0.02168523462236512,0.7110482,3,1.95856323618153,3.8359699501218674,24.506658876,600.5763292646295,0,0,08-505,2008,2008-04-04,6,7
0.17459755169230734,0.030484305056947932,0.7110482,3,1.95856323618153,3.8359699501218674,25.10753495,630.3883112654715,0,0,08-505,2008,2008-04-11,7,8
0.3081720661740125,0.09497002236995994,0.7110482,3,1.95856323618153,3.8359699501218674,26.448605418333333,699.5287285746913,0,0,08-505,2008,2008-04-18,8,9
0.3081720661740125,0.09497002236995994,0.7110482,3,1.95856323618153,3.8359699501218674,26.86063551,721.4937400010731,0,0,08-505,2008,2008-04-22,9,10
-0.15778632160402548,0.024896523285328955,0.7599207,3,0.5986604021200144,0.3583942770664973,25.798662336666666,665.5709783613431,0,0,07-740,2007,2007-04-08,1,2
-0.15778632160402548,0.024896523285328955,0.7599207,3,0.5023904043678165,0.2523961184008581,25.798662336666666,665.5709783613431,0,0,07-740,2007,2007-04-15,2,3
-0.1911607382220511,0.03654242783759955,0.7599207,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-740,2007,2007-04-22,3,4
-0.1911607382220511,0.03654242783759955,0.7599207,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-740,2007,2007-04-29,4,5
-0.1911607382220511,0.03654242783759955,0.7599207,3,0.5023904043678165,0.2523961184008581,25.88440299,670.002318148721,0,0,07-740,2007,2007-05-06,5,6
-0.21511809286769373,0.0462757938790337,0.7599207,3,0.5023904043678165,0.2523961184008581,26.711822559999998,713.5214644769248,0,0,07-740,2007,2007-05-13,6,7
-0.21511809286769373,0.0462757938790337,0.7599207,3,0.5023904043678165,0.2523961184008581,27.1737908375,738.414908480199,0,0,07-740,2007,2007-05-20,7,8
-0.21511809286769373,0.0462757938790337,0.7599207,3,0.5023904043678165,0.2523961184008581,28.071631053333334,788.0164699944684,0,0,07-740,2007,2007-05-27,8,9
-0.21511809286769373,0.0462757938790337,0.7599207,3,0.5023904043678165,0.2523961184008581,28.513604177999998,813.0256232196589,0,0,07-740,2007,2007-05-31,9,10
0.2486855415808701,0.06184449859137068,0.7827702,4,0.7322930529583231,0.5362531154110215,23.472966036666666,550.9801345585068,0,0,11-0897,2011,2011-02-22,1,2
0.5500177650083926,0.3025195418248274,0.7827702,4,1.6263716749756014,2.6450848251629435,22.8324743075,521.3218830026476,0,0,11-0897,2011,2011-03-01,2,3
0.5536724766592099,0.30655321140994335,0.7827702,4,2.3661343571646,5.598591796154734,22.542349026666667,508.1574996400596,0,0,11-0897,2011,2011-03-08,3,4
0.6666048063515086,0.44436196785093235,0.7827702,4,2.3661343571646,5.598591796154734,23.499893715,552.2450046162965,0,0,11-0897,2011,2011-03-15,4,5
1.0322952316358782,1.0656334452581715,0.7827702,4,3.5770047934507927,12.794963292369948,24.563357818,603.3585472951017,0,0,11-0897,2011,2011-03-22,5,6
1.0322952316358782,1.0656334452581715,0.7827702,4,3.591690850722692,12.900243167165096,24.563357818,603.3585472951017,0,0,11-0897,2011,2011-03-29,6,7
1.0322952316358782,1.0656334452581715,0.7827702,4,4.04549701114556,16.36604606718766,24.84486432285714,617.2672832211796,0,0,11-0897,2011,2011-04-05,7,8
1.0322952316358782,1.0656334452581715,0.7827702,4,3.92613688818506,15.414550864767465,24.84486432285714,617.2672832211796,0,0,11-0897,2011,2011-04-12,8,9
0.8776099714010664,0.7701992619025807,0.7827702,4,3.3904677901167926,11.495271835819446,25.30329701,640.256839576275,0,0,11-0897,2011,2011-04-16,9,10
-0.2058350803323043,0.04236808029540617,0.2220166,8,0.44651000918367345,0.19937118830120415,27.60962832,762.291575968546,0,0,05-408,2005,2005-05-31,1,2
-0.2228898797797763,0.049679898508243135,0.2220166,8,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,0,1,05-408,2005,2005-06-07,2,3
-0.2228898797797763,0.049679898508243135,0.2220166,8,0.44651000918367345,0.19937118830120415,27.89664095,778.2225762932168,1,0,05-408,2005,2005-06-14,3,4
-0.2290242575755309,0.052452110558023124,0.2220166,8,0.304920430909091,0.09297646918578573,27.89664095,778.2225762932168,1,0,05-408,2005,2005-06-21,4,5
-0.2290242575755309,0.052452110558023124,0.2220166,8,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,1,0,05-408,2005,2005-06-28,5,6
-0.2290242575755309,0.052452110558023124,0.2220166,8,0.304920430909091,0.09297646918578573,27.926948418000002,779.9144479416328,1,0,05-408,2005,2005-07-05,6,7
-0.2290242575755309,0.052452110558023124,0.2220166,8,0.18987494414893602,0.036052494415561576,27.926948418000002,779.9144479416328,1,0,05-408,2005,2005-07-12,7,8
