Wind,Wind_2,WORKYEAR,NIDO,DATE,Time0,Time,Event,BroodReduction,HatchAsync,PROPORTIONALRANK
2.717464115,7.384611216312733,1995,95-510,1995-06-30,6,7,1,0,6,0.3444166
2.8136942368571427,7.916875258523099,1995,95-510,1995-07-07,7,8,1,0,6,0.3444166
3.4252873564,11.7325934739137,1995,95-510,1995-07-14,8,9,1,0,6,0.3444166
3.4252873564,11.7325934739137,1995,95-510,1995-07-18,9,10,1,1,6,0.3444166
3.8146553818333335,14.551595682150015,1996,96-309,1996-03-18,1,2,0,0,3,0.4716647
3.8146553818333335,14.551595682150015,1996,96-309,1996-03-25,2,3,0,0,3,0.4716647
3.8146553818333335,14.551595682150015,1996,96-309,1996-04-01,3,4,0,0,3,0.4716647
3.8146553818333335,14.551595682150015,1996,96-309,1996-04-08,4,5,0,0,3,0.4716647
3.8146553818333335,14.551595682150015,1996,96-309,1996-04-15,5,6,0,0,3,0.4716647
3.4924682482,12.197334464685175,1996,96-309,1996-04-22,6,7,0,0,3,0.4716647
3.4084836676,11.617760912295948,1996,96-309,1996-04-29,7,8,0,0,3,0.4716647
3.4084836676,11.617760912295948,1996,96-309,1996-05-06,8,9,0,0,3,0.4716647
3.4084836676,11.617760912295948,1996,96-309,1996-05-10,9,10,0,0,3,0.4716647
3.4625468163333335,11.989230455300104,1995,95-595,1995-05-26,1,2,0,0,3,0.3444166
2.5860634164,6.68772399364244,1995,95-595,1995-06-02,2,3,0,0,3,0.3444166
2.5860634164,6.68772399364244,1995,95-595,1995-06-09,3,4,0,0,3,0.3444166
2.717464115,7.384611216312733,1995,95-595,1995-06-16,4,5,0,0,3,0.3444166
2.717464115,7.384611216312733,1995,95-595,1995-06-23,5,6,0,0,3,0.3444166
2.717464115,7.384611216312733,1995,95-595,1995-06-30,6,7,0,0,3,0.3444166
2.8136942368571427,7.916875258523099,1995,95-595,1995-07-07,7,8,0,0,3,0.3444166
3.4252873564,11.7325934739137,1995,95-595,1995-07-14,8,9,0,0,3,0.3444166
3.4252873564,11.7325934739137,1995,95-595,1995-07-18,9,10,0,0,3,0.3444166
6.486167933,42.07037445507749,2001,01-1016,2001-05-18,1,2,0,0,4,0.7254595
6.486167933,42.07037445507749,2001,01-1016,2001-05-25,2,3,0,0,4,0.7254595
6.486167933,42.07037445507749,2001,01-1016,2001-06-01,3,4,0,0,4,0.7254595
6.486167933,42.07037445507749,2001,01-1016,2001-06-08,4,5,0,0,4,0.7254595
3.481308411,12.119508252499346,2001,01-1016,2001-06-15,5,6,0,0,4,0.7254595
2.8763789582,8.273555911175718,2001,01-1016,2001-06-22,6,7,0,0,4,0.7254595
2.8763789582,8.273555911175718,2001,01-1016,2001-06-29,7,8,0,0,4,0.7254595
2.8763789582,8.273555911175718,2001,01-1016,2001-07-06,8,9,0,0,4,0.7254595
4.1285557507499995,17.044972587050893,2001,01-1016,2001-07-10,9,10,0,0,4,0.7254595
3.6670807454,13.44748119328342,1997,97-363,1997-03-21,1,2,0,0,4,0.6928294
3.6670807454,13.44748119328342,1997,97-363,1997-03-28,2,3,0,0,4,0.6928294
3.702812405,13.710819706621884,1997,97-363,1997-04-04,3,4,0,0,4,0.6928294
3.702812405,13.710819706621884,1997,97-363,1997-04-11,4,5,0,0,4,0.6928294
3.702812405,13.710819706621884,1997,97-363,1997-04-18,5,6,0,0,4,0.6928294
3.702812405,13.710819706621884,1997,97-363,1997-04-25,6,7,0,0,4,0.6928294
3.837164751,14.723833326316893,1997,97-363,1997-05-02,7,8,0,0,4,0.6928294
3.837164751,14.723833326316893,1997,97-363,1997-05-09,8,9,0,0,4,0.6928294
3.837164751,14.723833326316893,1997,97-363,1997-05-13,9,10,0,0,4,0.6928294
3.9326831998,15.465997149989168,1998,98-666,1998-04-27,1,2,0,0,2,0.5718213
3.8011888441666666,14.449036629017119,1998,98-666,1998-05-04,2,3,0,0,2,0.5718213
3.8011888441666666,14.449036629017119,1998,98-666,1998-05-11,3,4,0,0,2,0.5718213
3.8011888441666666,14.449036629017119,1998,98-666,1998-05-18,4,5,0,0,2,0.5718213
3.2349029083333334,10.464596826343458,1998,98-666,1998-05-25,5,6,0,0,2,0.5718213
3.2349029083333334,10.464596826343458,1998,98-666,1998-06-01,6,7,0,0,2,0.5718213
3.2349029083333334,10.464596826343458,1998,98-666,1998-06-08,7,8,0,0,2,0.5718213
3.2349029083333334,10.464596826343458,1998,98-666,1998-06-15,8,9,0,0,2,0.5718213
3.2349029083333334,10.464596826343458,1998,98-666,1998-06-19,9,10,0,0,2,0.5718213
5.54940476175,30.795893209733574,2004,04-086,2004-04-22,1,2,0,1,7,0.7903993
5.54940476175,30.795893209733574,2004,04-086,2004-04-29,2,3,1,0,7,0.7903993
5.54940476175,30.795893209733574,2004,04-086,2004-05-06,3,4,1,0,7,0.7903993
5.54940476175,30.795893209733574,2004,04-086,2004-05-13,4,5,1,0,7,0.7903993
5.54940476175,30.795893209733574,2004,04-086,2004-05-20,5,6,1,0,7,0.7903993
5.2138100524999995,27.18381526355005,2004,04-086,2004-05-27,6,7,1,0,7,0.7903993
5.2138100524999995,27.18381526355005,2004,04-086,2004-06-03,7,8,1,0,7,0.7903993
5.2138100524999995,27.18381526355005,2004,04-086,2004-06-10,8,9,1,0,7,0.7903993
5.2138100524999995,27.18381526355005,2004,04-086,2004-06-14,9,10,1,1,7,0.7903993
5.54940476175,30.795893209733574,2004,04-667,2004-04-07,1,2,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-04-14,2,3,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-04-21,3,4,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-04-28,4,5,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-05-05,5,6,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-05-12,6,7,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-05-19,7,8,0,0,8,0.6197718
5.54940476175,30.795893209733574,2004,04-667,2004-05-26,8,9,0,0,8,0.6197718
5.2138100524999995,27.18381526355005,2004,04-667,2004-05-30,9,10,0,0,8,0.6197718
3.9326831998,15.465997149989168,1998,98-174,1998-03-31,1,2,0,0,3,0.5147766
3.9326831998,15.465997149989168,1998,98-174,1998-04-07,2,3,0,0,3,0.5147766
3.9326831998,15.465997149989168,1998,98-174,1998-04-14,3,4,0,0,3,0.5147766
3.9326831998,15.465997149989168,1998,98-174,1998-04-21,4,5,0,0,3,0.5147766
3.9326831998,15.465997149989168,1998,98-174,1998-04-28,5,6,0,0,3,0.5147766
3.8011888441666666,14.449036629017119,1998,98-174,1998-05-05,6,7,0,0,3,0.5147766
3.8011888441666666,14.449036629017119,1998,98-174,1998-05-12,7,8,0,0,3,0.5147766
3.8011888441666666,14.449036629017119,1998,98-174,1998-05-19,8,9,0,0,3,0.5147766
3.2349029083333334,10.464596826343458,1998,98-174,1998-05-23,9,10,0,0,3,0.5147766
5.9392756680000005,35.274995460496854,2006,06-1058,2006-03-14,1,2,0,0,5,0.7411314
5.9392756680000005,35.274995460496854,2006,06-1058,2006-03-21,2,3,0,0,5,0.7411314
5.9392756680000005,35.274995460496854,2006,06-1058,2006-03-28,3,4,0,0,5,0.7411314
5.9392756680000005,35.274995460496854,2006,06-1058,2006-04-04,4,5,0,0,5,0.7411314
5.9392756680000005,35.274995460496854,2006,06-1058,2006-04-11,5,6,0,0,5,0.7411314
4.738118070833333,22.449762853157385,2006,06-1058,2006-04-18,6,7,0,0,5,0.7411314
4.738118070833333,22.449762853157385,2006,06-1058,2006-04-25,7,8,0,0,5,0.7411314
4.6153846155,21.301775148994082,2006,06-1058,2006-05-02,8,9,0,0,5,0.7411314
4.6153846155,21.301775148994082,2006,06-1058,2006-05-06,9,10,0,0,5,0.7411314
4.666666666666667,21.777777777777782,2009,09-858,2009-03-18,1,2,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-03-25,2,3,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-04-01,3,4,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-04-08,4,5,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-04-15,5,6,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-04-22,6,7,0,0,3,0.5453075
4.666666666666667,21.777777777777782,2009,09-858,2009-04-29,7,8,0,0,3,0.5453075
3.429552671333333,11.761831525449601,2009,09-858,2009-05-06,8,9,0,0,3,0.5453075
3.429552671333333,11.761831525449601,2009,09-858,2009-05-10,9,10,0,0,3,0.5453075
3.7830985916,14.311834953765903,2004,04-665,2004-03-24,1,2,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-03-31,2,3,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-04-07,3,4,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-04-14,4,5,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-04-21,5,6,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-04-28,6,7,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-05-05,7,8,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-05-12,8,9,0,0,3,0.3864068
5.54940476175,30.795893209733574,2004,04-665,2004-05-16,9,10,0,0,3,0.3864068
4.674603174666666,21.851914840603676,2001,01-298,2001-03-05,1,2,0,0,4,0.286273
4.6516787772,21.638115446252886,2001,01-298,2001-03-12,2,3,0,0,4,0.286273
4.6516787772,21.638115446252886,2001,01-298,2001-03-19,3,4,0,0,4,0.286273
4.6516787772,21.638115446252886,2001,01-298,2001-03-26,4,5,0,0,4,0.286273
4.023809524,16.191043085433105,2001,01-298,2001-04-02,5,6,0,0,4,0.286273
6.486167933,42.07037445507749,2001,01-298,2001-04-09,6,7,0,0,4,0.286273
6.486167933,42.07037445507749,2001,01-298,2001-04-16,7,8,0,0,4,0.286273
6.486167933,42.07037445507749,2001,01-298,2001-04-23,8,9,0,0,4,0.286273
6.486167933,42.07037445507749,2001,01-298,2001-04-27,9,10,0,0,4,0.286273
5.2925223422,28.01079274268617,2012,12-129,2012-01-15,1,2,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-01-22,2,3,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-01-29,3,4,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-02-05,4,5,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-02-12,5,6,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-02-19,6,7,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-02-26,7,8,0,0,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-03-04,8,9,0,1,1,0.03341661
5.2925223422,28.01079274268617,2012,12-129,2012-03-08,9,10,1,1,1,0.03341661
4.8390532544,23.416436398919227,1999,99-718,1999-03-16,1,2,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-03-23,2,3,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-03-30,3,4,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-04-06,4,5,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-04-13,5,6,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-04-20,6,7,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-04-27,7,8,0,0,3,0.6816326
4.8390532544,23.416436398919227,1999,99-718,1999-05-04,8,9,0,0,3,0.6816326
2.6203703705000003,6.8663408785943085,1999,99-718,1999-05-08,9,10,0,0,3,0.6816326
3.702812405,13.710819706621884,1997,97-890,1997-04-09,1,2,0,0,6,0.745155
3.702812405,13.710819706621884,1997,97-890,1997-04-16,2,3,0,0,6,0.745155
3.702812405,13.710819706621884,1997,97-890,1997-04-23,3,4,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-04-30,4,5,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-05-07,5,6,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-05-14,6,7,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-05-21,7,8,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-05-28,8,9,0,0,6,0.745155
3.837164751,14.723833326316893,1997,97-890,1997-06-01,9,10,0,0,6,0.745155
3.8011888441666666,14.449036629017119,1998,98-631,1998-05-18,1,2,0,0,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-05-25,2,3,0,0,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-06-01,3,4,0,0,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-06-08,4,5,0,0,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-06-15,5,6,0,0,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-06-22,6,7,0,1,6,0.6364261
3.2349029083333334,10.464596826343458,1998,98-631,1998-06-24,7,8,1,1,6,0.6364261
5.9392756680000005,35.274995460496854,2006,06-432,2006-03-12,1,2,0,0,2,0.744487
5.9392756680000005,35.274995460496854,2006,06-432,2006-03-19,2,3,0,0,2,0.744487
5.9392756680000005,35.274995460496854,2006,06-432,2006-03-26,3,4,0,0,2,0.744487
5.9392756680000005,35.274995460496854,2006,06-432,2006-04-02,4,5,0,0,2,0.744487
5.9392756680000005,35.274995460496854,2006,06-432,2006-04-09,5,6,0,0,2,0.744487
4.738118070833333,22.449762853157385,2006,06-432,2006-04-16,6,7,0,0,2,0.744487
4.738118070833333,22.449762853157385,2006,06-432,2006-04-23,7,8,0,0,2,0.744487
4.6153846155,21.301775148994082,2006,06-432,2006-04-30,8,9,0,0,2,0.744487
4.6153846155,21.301775148994082,2006,06-432,2006-05-04,9,10,0,0,2,0.744487
3.7830985916,14.311834953765903,2004,04-465,2004-03-20,1,2,0,1,3,0.2675855
3.7830985916,14.311834953765903,2004,04-465,2004-03-21,2,3,1,1,3,0.2675855
4.6516787772,21.638115446252886,2001,01-422,2001-03-18,1,2,0,0,3,0.3085647
4.6516787772,21.638115446252886,2001,01-422,2001-03-25,2,3,0,0,3,0.3085647
4.6516787772,21.638115446252886,2001,01-422,2001-04-01,3,4,0,0,3,0.3085647
4.023809524,16.191043085433105,2001,01-422,2001-04-08,4,5,0,0,3,0.3085647
6.486167933,42.07037445507749,2001,01-422,2001-04-15,5,6,0,0,3,0.3085647
6.486167933,42.07037445507749,2001,01-422,2001-04-22,6,7,0,0,3,0.3085647
6.486167933,42.07037445507749,2001,01-422,2001-04-29,7,8,0,0,3,0.3085647
6.486167933,42.07037445507749,2001,01-422,2001-05-06,8,9,0,0,3,0.3085647
6.486167933,42.07037445507749,2001,01-422,2001-05-10,9,10,0,0,3,0.3085647
4.416669608,19.506970426230875,2002,02-372,2002-04-13,1,2,0,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-04-20,2,3,0,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-04-27,3,4,0,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-05-04,4,5,0,1,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-05-11,5,6,1,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-05-18,6,7,1,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-05-25,7,8,1,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-06-01,8,9,1,0,0,0.5971223
4.416669608,19.506970426230875,2002,02-372,2002-06-02,9,10,1,1,0,0.5971223
6.2514204545,39.08025769894098,2000,00-1013,2000-04-17,1,2,0,0,0,0.756691
3.7271041872,13.891305622243774,2000,00-1013,2000-04-24,2,3,0,0,0,0.756691
3.428571429,11.7551020437551,2000,00-1013,2000-05-01,3,4,0,0,0,0.756691
3.428571429,11.7551020437551,2000,00-1013,2000-05-08,4,5,0,0,0,0.756691
3.669947327,13.468513382954445,2000,00-1013,2000-05-15,5,6,0,0,0,0.756691
3.669947327,13.468513382954445,2000,00-1013,2000-05-22,6,7,0,0,0,0.756691
3.669947327,13.468513382954445,2000,00-1013,2000-05-29,7,8,0,0,0,0.756691
3.669947327,13.468513382954445,2000,00-1013,2000-06-05,8,9,0,0,0,0.756691
3.669947327,13.468513382954445,2000,00-1013,2000-06-09,9,10,0,0,0,0.756691
4.8390532544,23.416436398919227,1999,99-833,1999-03-24,1,2,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-03-31,2,3,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-04-07,3,4,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-04-14,4,5,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-04-21,5,6,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-04-28,6,7,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-833,1999-05-05,7,8,0,0,3,0.7002268
2.6203703705000003,6.8663408785943085,1999,99-833,1999-05-12,8,9,0,0,3,0.7002268
2.60073517125,6.7638234309767675,1999,99-833,1999-05-16,9,10,0,0,3,0.7002268
4.8390532544,23.416436398919227,1999,99-548,1999-03-06,1,2,0,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-03-13,2,3,0,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-03-20,3,4,0,1,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-03-27,4,5,1,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-04-03,5,6,1,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-04-10,6,7,1,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-04-17,7,8,1,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-04-24,8,9,1,0,3,0.6195011
4.8390532544,23.416436398919227,1999,99-548,1999-04-28,9,10,1,1,3,0.6195011
3.630382496,13.179677067263192,1997,97-755,1997-02-27,1,2,0,0,1,0.4389535
3.6670807454,13.44748119328342,1997,97-755,1997-03-06,2,3,0,0,1,0.4389535
3.6670807454,13.44748119328342,1997,97-755,1997-03-13,3,4,0,0,1,0.4389535
3.6670807454,13.44748119328342,1997,97-755,1997-03-20,4,5,0,0,1,0.4389535
3.6670807454,13.44748119328342,1997,97-755,1997-03-27,5,6,0,0,1,0.4389535
3.702812405,13.710819706621884,1997,97-755,1997-04-03,6,7,0,0,1,0.4389535
3.702812405,13.710819706621884,1997,97-755,1997-04-10,7,8,0,0,1,0.4389535
3.702812405,13.710819706621884,1997,97-755,1997-04-17,8,9,0,0,1,0.4389535
3.702812405,13.710819706621884,1997,97-755,1997-04-21,9,10,0,0,1,0.4389535
4.315059226428572,18.619736127586343,2002,02-301,2002-03-18,1,2,0,0,5,0.4903154
4.315059226428572,18.619736127586343,2002,02-301,2002-03-25,2,3,0,0,5,0.4903154
4.315059226428572,18.619736127586343,2002,02-301,2002-04-01,3,4,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-04-08,4,5,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-04-15,5,6,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-04-22,6,7,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-04-29,7,8,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-05-06,8,9,0,0,5,0.4903154
4.416669608,19.506970426230875,2002,02-301,2002-05-10,9,10,0,0,5,0.4903154
4.0131278682,16.105195286523475,1995,95-138,1995-04-23,1,2,0,0,3,0.09723965
4.0131278682,16.105195286523475,1995,95-138,1995-04-30,2,3,0,0,3,0.09723965
4.0131278682,16.105195286523475,1995,95-138,1995-05-07,3,4,0,0,3,0.09723965
3.4625468163333335,11.989230455300104,1995,95-138,1995-05-14,4,5,0,0,3,0.09723965
3.4625468163333335,11.989230455300104,1995,95-138,1995-05-21,5,6,0,0,3,0.09723965
2.5860634164,6.68772399364244,1995,95-138,1995-05-28,6,7,0,0,3,0.09723965
2.5860634164,6.68772399364244,1995,95-138,1995-06-04,7,8,0,0,3,0.09723965
2.717464115,7.384611216312733,1995,95-138,1995-06-11,8,9,0,0,3,0.09723965
2.717464115,7.384611216312733,1995,95-138,1995-06-15,9,10,0,0,3,0.09723965
3.8146553818333335,14.551595682150015,1996,96-598,1996-03-16,1,2,0,0,3,0.4415584
3.8146553818333335,14.551595682150015,1996,96-598,1996-03-23,2,3,0,0,3,0.4415584
3.8146553818333335,14.551595682150015,1996,96-598,1996-03-30,3,4,0,0,3,0.4415584
3.8146553818333335,14.551595682150015,1996,96-598,1996-04-06,4,5,0,1,3,0.4415584
3.8146553818333335,14.551595682150015,1996,96-598,1996-04-13,5,6,1,0,3,0.4415584
3.8146553818333335,14.551595682150015,1996,96-598,1996-04-20,6,7,1,0,3,0.4415584
3.4924682482,12.197334464685175,1996,96-598,1996-04-27,7,8,1,0,3,0.4415584
3.4084836676,11.617760912295948,1996,96-598,1996-05-04,8,9,1,0,3,0.4415584
3.4084836676,11.617760912295948,1996,96-598,1996-05-08,9,10,1,1,3,0.4415584
5.54940476175,30.795893209733574,2004,04-254,2004-04-02,1,2,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-04-09,2,3,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-04-16,3,4,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-04-23,4,5,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-04-30,5,6,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-05-07,6,7,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-05-14,7,8,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-05-21,8,9,0,0,4,0.5922053
5.54940476175,30.795893209733574,2004,04-254,2004-05-25,9,10,0,0,4,0.5922053
3.6670807454,13.44748119328342,1997,97-669,1997-03-07,1,2,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-669,1997-03-14,2,3,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-669,1997-03-21,3,4,0,0,4,0.5455427
3.6670807454,13.44748119328342,1997,97-669,1997-03-28,4,5,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-669,1997-04-04,5,6,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-669,1997-04-11,6,7,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-669,1997-04-18,7,8,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-669,1997-04-25,8,9,0,0,4,0.5455427
3.702812405,13.710819706621884,1997,97-669,1997-04-29,9,10,0,0,4,0.5455427
3.8146553818333335,14.551595682150015,1996,96-763,1996-04-17,1,2,0,0,3,0.6434475
3.4924682482,12.197334464685175,1996,96-763,1996-04-24,2,3,0,0,3,0.6434475
3.4084836676,11.617760912295948,1996,96-763,1996-04-30,3,4,0,1,3,0.6434475
3.6670807454,13.44748119328342,1997,97-083,1997-03-05,1,2,0,0,4,0.5121124
3.6670807454,13.44748119328342,1997,97-083,1997-03-12,2,3,0,0,4,0.5121124
3.6670807454,13.44748119328342,1997,97-083,1997-03-19,3,4,0,0,4,0.5121124
3.6670807454,13.44748119328342,1997,97-083,1997-03-26,4,5,0,0,4,0.5121124
3.702812405,13.710819706621884,1997,97-083,1997-04-02,5,6,0,0,4,0.5121124
3.702812405,13.710819706621884,1997,97-083,1997-04-09,6,7,0,0,4,0.5121124
3.702812405,13.710819706621884,1997,97-083,1997-04-16,7,8,0,0,4,0.5121124
3.702812405,13.710819706621884,1997,97-083,1997-04-23,8,9,0,0,4,0.5121124
3.702812405,13.710819706621884,1997,97-083,1997-04-27,9,10,0,0,4,0.5121124
4.0131278682,16.105195286523475,1995,95-130,1995-04-23,1,2,0,0,6,0.07841907
4.0131278682,16.105195286523475,1995,95-130,1995-04-30,2,3,0,0,6,0.07841907
4.0131278682,16.105195286523475,1995,95-130,1995-05-07,3,4,0,0,6,0.07841907
3.4625468163333335,11.989230455300104,1995,95-130,1995-05-14,4,5,0,0,6,0.07841907
3.4625468163333335,11.989230455300104,1995,95-130,1995-05-21,5,6,0,0,6,0.07841907
2.5860634164,6.68772399364244,1995,95-130,1995-05-28,6,7,0,0,6,0.07841907
2.5860634164,6.68772399364244,1995,95-130,1995-06-04,7,8,0,0,6,0.07841907
2.717464115,7.384611216312733,1995,95-130,1995-06-11,8,9,0,0,6,0.07841907
2.717464115,7.384611216312733,1995,95-130,1995-06-15,9,10,0,0,6,0.07841907
4.416669608,19.506970426230875,2002,02-582,2002-04-14,1,2,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-04-21,2,3,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-04-28,3,4,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-05-05,4,5,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-05-12,5,6,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-05-19,6,7,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-05-26,7,8,0,0,6,0.5888212
4.416669608,19.506970426230875,2002,02-582,2002-06-02,8,9,0,0,6,0.5888212
4,16,2002,02-582,2002-06-06,9,10,0,0,6,0.5888212
4.0131278682,16.105195286523475,1995,95-116,1995-05-08,1,2,0,0,3,0.1599749
3.4625468163333335,11.989230455300104,1995,95-116,1995-05-15,2,3,0,0,3,0.1599749
3.4625468163333335,11.989230455300104,1995,95-116,1995-05-22,3,4,0,0,3,0.1599749
2.5860634164,6.68772399364244,1995,95-116,1995-05-29,4,5,0,0,3,0.1599749
2.5860634164,6.68772399364244,1995,95-116,1995-06-05,5,6,0,0,3,0.1599749
2.717464115,7.384611216312733,1995,95-116,1995-06-12,6,7,0,0,3,0.1599749
2.717464115,7.384611216312733,1995,95-116,1995-06-19,7,8,0,0,3,0.1599749
2.717464115,7.384611216312733,1995,95-116,1995-06-26,8,9,0,0,3,0.1599749
2.717464115,7.384611216312733,1995,95-116,1995-06-30,9,10,0,0,3,0.1599749
4.416669608,19.506970426230875,2002,02-230,2002-04-19,1,2,0,0,0,0.6137244
4.416669608,19.506970426230875,2002,02-230,2002-04-26,2,3,0,0,0,0.6137244
4.416669608,19.506970426230875,2002,02-230,2002-05-03,3,4,0,1,0,0.6137244
6.2514204545,39.08025769894098,2000,00-732,2000-03-05,1,2,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-03-12,2,3,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-03-19,3,4,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-03-26,4,5,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-04-02,5,6,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-04-09,6,7,0,0,5,0.6209246
6.2514204545,39.08025769894098,2000,00-732,2000-04-16,7,8,0,0,5,0.6209246
3.7271041872,13.891305622243774,2000,00-732,2000-04-23,8,9,0,0,5,0.6209246
3.7271041872,13.891305622243774,2000,00-732,2000-04-27,9,10,0,0,5,0.6209246
3.2349029083333334,10.464596826343458,1998,98-721,1998-06-10,1,2,0,0,6,0.7367697
3.2349029083333334,10.464596826343458,1998,98-721,1998-06-17,2,3,0,1,6,0.7367697
